备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,代理机构,代理机构地址,备案内容,备案日期,备案机关,备注,注
国备2025001689,中文：来曲唑片;英文/拉丁文：Letrozole Tablets,国药准字HJ20230068,中文名称：----;英文名称：Sun Pharmaceutical Industries Ltd.,"Halol-Baroda Highway, Halol - 389 350, Dist: Panchmahal, Gujarat State, India",中文名称：----;英文名称：Sun Pharmaceutical Industries Ltd.,"Halol-Baroda Highway, Halol - 389 350, Dist: Panchmahal, Gujarat State, India",中寰医药有限公司,福建省闽侯县上街镇高新大道7号福汽集团大楼主楼第11层整层,将注册代理机构由盛发药业（上海）有限公司变更为中寰医药有限公司。,2025-07-05,国家药品监督管理局药品审评中心,已备案
Y国备2025001640,中文：L-谷氨酰胺;英文/拉丁文：L-Glutamine,Y20170002156,"中文名称：协和发酵生化株式会社;英文名称：KYOWA HAKKO BIO CO.,LTD.","1-6-1,Ohtemachi,Chiyoda-ku,Tokyo,Japan","中文名称：协和发酵生化株式会社 宇部工厂;英文名称：Ube Plant of KYOWA HAKKO BIO CO.,LTD.","2548, Fujimagari, Ube-shi, Yamaguchi, Japan",北京益铭远医药科技有限公司,北京市顺义区杨镇地区格吉路7-359号,变更境外生产药品的注册代理机构，即：L-谷氨酰胺的注册代理机构由协和发酵(广东)医药有限公司变更为北京益铭远医药科技有限公司。其他不变。,2025-07-03,国家药品监督管理局药品审评中心,已备案
国备2025001679,中文：泮托拉唑钠肠溶片;英文/拉丁文：Pantoprazole Sodium Enteric-Coated Tablets,国药准字HJ20200064,中文名称：----;英文名称：Aurobindo Pharma Limited,"Unit-VII, SEZ, TSIIC, Plot No. S1, Survey No’s:411/P, 425/P, 434/P ,435/P & 458/P, Green Industrial Park, Polepally Village, Jedcherla Mandal, Mahaboobnagar District, Telangana State, India.",中文名称：----;英文名称：Aurobindo Pharma Limited,"Unit-VII, SEZ, TSIIC, Plot No. S1, Survey No’s:411/P, 425/P, 434/P ,435/P & 458/P, Green Industrial Park, Polepally Village, Jedcherla Mandal, Mahaboobnagar District, Telangana State, India.",安若维他药业泰州有限公司,泰州市医药高新区祥泰路196号,增加【境内责任人】信息，删除【境内联系人】信息。,2025-07-05,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001738,中文：阿柏西普眼内注射溶液;英文/拉丁文：Aflibercept Intravitreous Injection,国药准字SJ20255004,中文名称：/;英文名称：Bayer AG,"51368 Leverkusen, Germany","中文名称：/;英文名称：Catalent Indiana, LLC","1300 South Patterson Drive, Bloomington, Indiana, IN 47403, United States",拜耳医药保健有限公司,北京市北京经济技术开发区荣京东街7号,根据已批准的工作细胞库构建方案，由之前批准的主细胞库制备新的工作细胞库，新工作细胞库的质量标准不变，代次不超过之前批准的代次。,2025-07-12,国家药品监督管理局药品审评中心,已备案
Y国备2025001895,中文：亚胺培南;英文/拉丁文：Imipenem,Y20200000455,"中文名称：High Tech Pharm Co., Ltd.;英文名称：High Tech Pharm Co., Ltd.","12 Cheomdansaneop 6-ro, Daesowon-myeon, Chungju-si, Chungcheongbuk-do, Republic of Korea","中文名称：High Tech Pharm Co., Ltd.;英文名称：High Tech Pharm Co., Ltd.","12 Cheomdansaneop 6-ro, Daesowon-myeon, Chungju-si, Chungcheongbuk-do, Republic of Korea",北京海太科技有限公司,北京市顺义区后沙峪镇裕庆路20号院7号楼7层1单元702,"1.变更起始物料Cheto-imi的内控标准，质量控制水平未降低；
2.变更中间体硫霉素-PNB的内控标准，质量控制水平未降低；
3.变更中间体苄基甲酰亚胺盐酸盐的内控标准，质量控制水平未降低；
4.优化定期检查项目1-甲基-2-吡咯烷酮和甲酰胺的分析方法。
5.亚胺培南残留溶剂的分析方法中增加灵敏度溶液。",2025-08-05,国家药品监督管理局药品审评中心,经审查，此次备案事项5涉及变更注册标准的检验方法，根据《已上市化学药品药学变更研究技术指导原则（试行）》属于重大变更，请持有人按照补充申请申报。取消本次备案事项5。
国备2025001936,中文：多奈单抗注射液;英文/拉丁文：Donanemab Injection,国药准字SJ20240047,中文名称：Eli Lilly and Company;英文名称：Eli Lilly and Company,"Lilly Corporate Center, Indianapolis, IN 46285, United States of America",中文名称：Lilly France;英文名称：Lilly France,"Z.A.-Centre de production, 2 rue du Colonel Lilly, Fegersheim 67640, FRANCE",礼来苏州制药有限公司,苏州工业园区方中街109号,本次申请为更新本品在中国的外盒包装，具体如下：1. 更新外盒包装上的药品追溯码设计，由二维码更新为一维条形码。2. 删除外盒包装上二维码设计相关文字：药品追溯码，微信搜索“礼来关怀家园”关注后扫码查询，全球贸易项目代码 00300021403553，序列号。3. 添加外盒包装上一维码设计相关文字：药品追溯码，请用支付宝扫码查询。4. 更改外盒包装的文字版面设计。,2025-08-07,国家药品监督管理局药品审评中心,已备案
国备2025001784,中文：茚达特罗格隆溴铵吸入粉雾剂;英文/拉丁文：Indacaterol Maleate and Glycopyrronium Bromide Powder for Inhalation,国药准字HJ20170390 国药准字HJ20170391,中文名称：无;英文名称：Novartis Pharma Schweiz AG,"6343 Risch, Switzerland","中文名称：无;英文名称：Siegfried Barbera, S.L.","Ronda Santa Maria 158,08210 Barbera del Valles,Barcelona,Spain",北京诺华制药有限公司,北京市昌平区永安路31号,1. 增加SGS International Services Laboratory (ISL) Limited和SGS INSTITUT FRESENIUS GmbH作为原料药马来酸茚达特罗的部分检验的替代质量控制场所。2. 增加SGS INSTITUT FRESENIUS GmbH作为原料药格隆溴铵的部分检验的替代质量控制场所。3. 增加SGS International Services Laboratory (ISL) Limited和SGS INSTITUT FRESENIUS GmbH作为格隆溴铵药物中间体的部分检验的替代质量控制场所。4.依据变更内容更新原料药格隆溴铵和格隆溴铵药物中间体的部分检验的的方法验证报告。,2025-07-18,国家药品监督管理局药品审评中心,已备案
国备2025001613,"中文：九价人乳头瘤病毒疫苗（酿酒酵母）;英文/拉丁文：Recombinant Human Papillomavirus 9-Valent (Types 6, 11, 16, 18, 31, 33, 45, 52, 58) Vaccine",国药准字SJ20180008,中文名称：/;英文名称：Merck Sharp & Dohme LLC,"126 East Lincoln Avenue, P.O. Box 2000, Rahway, NJ 07065, US",中文名称：/;英文名称：1. MSD Ireland (Carlow) ；2. Merck Sharp & Dohme LLC,"1. Dublin Road, Carlow, IRELAND；2. 770 Sumneytown Pike, West Point, PA 19486, United States",默沙东研发（中国）有限公司,北京市朝阳区容达路21号楼L2-13层,根据已批准的药品说明书，将标签【生产企业名称】项下生产厂Merck Sharp & Dohme LLC所在国的国别名称由“US”修改为“United States”。,2025-07-02,国家药品监督管理局药品审评中心,已备案
国备2025002802,"中文：注射用1,6-二磷酸果糖;英文/拉丁文：Fructose 1,6-Diphosphate for Injection",HJ20150004,中文名称：意大利福斯卡玛生化制药公司;英文名称：Biomedica Foscama Industria Chimico Farmaceutica S.p.A.,"Via Morolense,87 Ferentino",中文名称：意大利福斯卡玛生化制药公司;英文名称：Biomedica Foscama Industria Chimico Farmaceutica S.p.A.,"Via Morolense,87 Ferentino",北京铨福康建医药信息咨询有限公司,北京市丰台区榴乡路86号院1号楼-3至15层101内八层B801,根据《境外药品上市许可持有人指定境内责任人管理暂行规定》的公告（2024年第137号）要求将说明书、包装盒和包装箱境内联系机构修改为境内责任人；补充包装标签企业地址邮政编码和省份代码；缩小包装盒和包装箱尺寸以增强运输中的稳定性。,2025-10-25,国家药品监督管理局药品审评中心,已备案
国备2025001568,中文：盐酸达利雷生片;英文/拉丁文：Daridorexant Hydrochloride Tablets,国药准字HJ20250072,中文名称：无;英文名称：Idorsia Pharmaceuticals Deutschland GmbH,"Marie-Curie-Strasse 8, 79539 Lörrach, Germany",中文名称：无;英文名称：Farmea,"10 rue Bouché Thomas, ZAC D'Orgemont, 49000 Angers, France",江苏先声药业有限公司,南京市玄武区玄武大道699 -18号5幢5层,因增加7片/板，1板/盒的包装规格，修订本品说明书和标签以下内容：1.修订说明书【包装】项内容，增加“7片/板，1板/盒”的内容；2.增加7片/板，1板/盒标签。,2025-06-27,国家药品监督管理局药品审评中心,已备案
国备2025001700,中文：注射用阿替普酶;英文/拉丁文：Alteplase for Injection,国药准字SJ20160054,中文名称：/;英文名称：Boehringer Ingelheim Pharma GmbH & Co. KG,"Binger Strasse 173, 55216 Ingelheim am Rhein, Germany",中文名称：/;英文名称：Boehringer Ingelheim Pharma GmbH & Co. KG,"Birkendorfer Strasse 65, 88397 Biberach, Germany",勃林格殷格翰(中国)投资有限公司,中国（上海）自由贸易试验区李时珍路257号1号楼,新增合同实验室组织A&M Stabtest作为无菌注射用水（阿替普酶的溶剂）放行检测的附加检测场所。,2025-07-09,国家药品监督管理局药品审评中心,已备案
国备2025002488,中文：环孢素软胶囊;英文/拉丁文：Ciclosporin Soft Capsules,国药准字HJ20140287,中文名称：不适用;英文名称：Novartis Pharma Schweiz AG,"6343 Risch, Switzerland",中文名称：不适用;英文名称：Catalent Germany Eberbach GmbH,"Gammelsbacher Strasse 2 69412 Eberbach, Germany",北京诺华制药有限公司,北京市昌平区永安路31号,（1）根据《中国药典》2025年版，更新说明书中环孢素的分子量和化学名称，该变更不涉及任何实质性变更；（2）根据《境外药品上市许可持有人指定境内责任人管理暂行规定》及相关解读，在原说明书“【境内联系人/境内责任人】”处，删除“境内联系人”。,2025-09-27,国家药品监督管理局药品审评中心,已备案
国备2025001678,中文：米氮平片;英文/拉丁文：Mirtazapine Tablets,国药准字HJ20220080,中文名称：---;英文名称：Aurobindo Pharma Limited,"Unit III, Survey No. 313 and 314, Bachupally, Bachupally Mandal, Medchal-Malkajgiri District, Telangana State, INDIA.",中文名称：---;英文名称：Aurobindo Pharma Limited,"Unit III, Survey No. 313 and 314, Bachupally, Bachupally Mandal, Medchal-Malkajgiri District, Telangana State, INDIA.",安若维他药业泰州有限公司,泰州市医药高新区祥泰路196号,1.在原有包装规格的基础上增加“1板×14片”的包装规格，同时对说明书和标签中的包装相关信息进行修订。2.在此次基础上修订说明书：增加【境内责任人】信息，并删除【境内联系人】信息。,2025-07-05,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001677,中文：米氮平片;英文/拉丁文：Mirtazapine Tablets,国药准字HJ20220079,中文名称：---;英文名称：Aurobindo Pharma Limited,"Unit III, Survey No. 313 and 314, Bachupally, Bachupally Mandal, Medchal-Malkajgiri District, Telangana State, INDIA.",中文名称：---;英文名称：Aurobindo Pharma Limited,"Unit III, Survey No. 313 and 314, Bachupally, Bachupally Mandal, Medchal-Malkajgiri District, Telangana State, INDIA.",安若维他药业泰州有限公司,泰州市医药高新区祥泰路196号,1.在原有包装规格的基础上增加“1板×14片”的包装规格，同时对说明书和标签中的包装相关信息进行修订。2.在此次基础上修订说明书：增加【境内责任人】信息，并删除【境内联系人】信息。,2025-07-05,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001643,中文：卡泊三醇软膏;英文/拉丁文：Calcipotriol Ointment,国药准字HC20170009 国药准字HC20170010,中文名称：澳美制药厂有限公司;英文名称：BRIGHT FUTURE PHARMACEUTICAL LABORATORIES LIMITED,"香港新界元朗工业村宏富街1&8号澳美制药中心(BF PHARMACEUTICAL CENTRE, NO.1&8 WANG FU STREET, YUEN LONG INDUSTRIAL ESTATE, YUEN LONG, N.T., HONG KONG.)",中文名称：澳美制药厂;英文名称：Bright Future Pharmaceuticals Factory,"香港新界元朗工业村宏富街1号澳美制药中心（BF PHARMACEUTICAL CENTRE, NO.1 WANG FU STREET, YUEN LONG INDUSTRIAL ESTATE, YUEN LONG, N.T., HONG KONG.）",深圳澳美制药技术开发有限公司,深圳市南山区粤海街道白石路与沙河西路交界处深圳湾科技生态园一区一期2栋A座4A01,"修订10g、15g和30g小盒的内容，具体如下：
1、将批准文号、药品上市许可持有人、注册地址、生产企业、生产地址由一面移至另一面；
2、对药品追溯码所在面作如下修订：删除商标名称、药品通用名称、英文名称、包装规格、外用标识及图案，修订澳美制药Logo。",2025-07-03,国家药品监督管理局药品审评中心,已备案
国备2025001674,中文：奥氮平口崩片;英文/拉丁文：Olanzapine Orally Disintegrating Tablets,国药准字HJ20160529 国药准字HJ20160530,中文名称：CHEPLAPHARM Registration GmbH;英文名称：CHEPLAPHARM Registration GmbH,"Weiler Straße 5e, 79540 Lörrach, Germany",中文名称：Catalent UK Swindon Zydis Ltd;英文名称：Catalent UK Swindon Zydis Ltd,"Frankland Road, Blagrove, Swindon, Wiltshire SN5 8RU, United Kingdom",海南希恩斯医药有限公司,海南省澄迈县老城镇高新技术产业示范区海南生态软件园A20号楼一层,"1. 申请新增次级包装厂Fidelio Healthcare Limburg GmbH （地址：Mundipharmastrasse 2 Limburg, Hassia 65549 Germany），同时作为检验厂和批放行场地；
2. 申请新增微生物检测厂BioChem Labor für biologische und chemische Analytik GmbH （地址：Daimlerstrasse 5b Nordweststadt, Karlsruhe, Baden-Württemberg 76185 Germany）；
3. 同时根据上述变更事项同步更新说明书和标签。",2025-07-05,国家药品监督管理局药品审评中心,已备案
国备2025001675,中文：奥氮平口崩片;英文/拉丁文：Olanzapine Orally Disintegrating Tablets,国药准字HJ20160531 国药准字HJ2016052,中文名称：CHEPLAPHARM Registration GmbH;英文名称：CHEPLAPHARM Registration GmbH,"Weiler Straße 5e, 79540 Lörrach, Germany",中文名称：Catalent UK Swindon Zydis Ltd;英文名称：Catalent UK Swindon Zydis Ltd,"Frankland Road, Blagrove, Swindon, Wiltshire SN5 8RU, United Kingdom",海南希恩斯医药有限公司,海南省澄迈县老城镇高新技术产业示范区海南生态软件园A20号楼一层,"1. 申请新增次级包装厂Fidelio Healthcare Limburg GmbH （地址：Mundipharmastrasse 2 Limburg, Hassia 65549 Germany），同时作为检验厂和批放行场地；
2. 申请新增微生物检测厂BioChem Labor für biologische und chemische Analytik GmbH （地址：Daimlerstrasse 5b Nordweststadt, Karlsruhe, Baden-Württemberg 76185 Germany）；
3. 同时根据申请事项同步更新说明书和标签。",2025-07-05,国家药品监督管理局药品审评中心,已备案
国备2025001667,中文：活血风湿膏;英文/拉丁文：无,国药准字ZC20150005。国药准字ZC20150006,中文名称：得生制药股份有限公司;英文名称：无,台南市永康区环工路42号,中文名称：得生制药股份有限公司;英文名称：无,台南市永康区环工路42号,北京亦度正康健康科技有限公司,北京市丰台区广安路9号院5号楼9层901,申请变更本品的注册代理机构，由“北京中润华康科技发展有限公司（注册地址：北京市海淀区亮甲店130号21号楼四层A406）”变更为“北京亦度正康健康科技有限公司（注册地址：北京市丰台区广安路9号院5号楼9层901”）。,2025-07-04,国家药品监督管理局药品审评中心,已备案
Y国备2025001694,中文：盐酸罗沙替丁醋酸酯;英文/拉丁文：Roxatidine Acetate Hydrochloride,Y20200000285,中文名称：Polaris AI Pharma Corp.;英文名称：Polaris AI Pharma Corp.,"25, Barangongdan-ro, Hyangnam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea",中文名称：Polaris AI Pharma Corp.;英文名称：Polaris AI Pharma Corp.,"25, Barangongdan-ro, Hyangnam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea",南京和芯化学有限公司,南京市鼓楼区清凉门大街60号,根据长期稳定性考察数据，有效期由24个月，变更为36个月,2025-07-08,国家药品监督管理局药品审评中心,已备案
Y国备2025001641,中文：L-异亮氨酸;英文/拉丁文：L-Isoleucine,Y20170001907,"中文名称：协和发酵生化株式会社;英文名称：KYOWA HAKKO BIO CO.,LTD.","1-6-1,Ohtemachi,Chiyoda-ku,Tokyo,Japan","中文名称：协和发酵生化株式会社 防府工厂;英文名称：Hofu Plant of KYOWA HAKKO BIO CO.,LTD.","1-1 Kyowa-cho,Hofu-shi,Yamaguchi,Japan",北京益铭远医药科技有限公司,北京市顺义区杨镇地区格吉路7-359号,变更境外生产药品的注册代理机构，即：L-异亮氨酸的注册代理机构由协和发酵(广东)医药有限公司变更为北京益铭远医药科技有限公司。其他不变。,2025-07-03,国家药品监督管理局药品审评中心,已备案
国备2025001706,中文：厄多司坦胶囊;英文/拉丁文：Erdosteine Capsules,国药准字HJ20150462,中文名称：/;英文名称：EDMOND PHARMA S.R.L,"STRADA STATALE DEI GIOVI, 131-20037 PADERNO DUGNANO (MI) ITALIA",中文名称：/;英文名称：FAMAR ITALIA S.p.A,"VIA ZAMBELETTI,25-20021 BARANZATE (MI) ITALIA",辉盈（上海）医药科技有限公司,中国（上海）自由贸易试验区临港新片区宏祥北路83弄1-42号20幢118室,"说明书中将批准文号“ H20150462”变更为“ 国药准字HJ20150462”;
药品标签中将“进口药品注册证号 Imported Drug Licence No.: H20150462 ”变更为“药品批准文号 Drug Approval No.: 国药准字HJ20150462”。",2025-07-09,国家药品监督管理局药品审评中心,已备案
国备2025001920,中文：非那雄胺喷雾剂;英文/拉丁文：Finasteride Spray,国药准字HJ20250079,中文名称：/;英文名称：Polichem S.A.,"50, Val Fleuri L-1526 Luxembourg",中文名称：/;英文名称：Almirall Hermal GmbH,"Scholtzstraβe 1and 3 21465 Reinbek, Germany",科笛生物医药（无锡）有限公司,江苏省无锡市新吴区鸿山街道鸿运南路27-2、27-4,此次备案为在生产厂地址、处方组成和质量标准等不变的条件下，在已批准的拟定商业生产批量120kg的基础上增加生产批量500kg；在相同设计和工作原理的条件下，增加与生产批量500kg相匹配的配有搅拌机的不锈钢容器和用于接收/贮藏/转运的不锈钢桶，并调整生产工艺中相关步骤的搅拌速度以匹配生产批量500kg；原120kg生产批量及新增生产批量500kg，将灌装线从Building 9调整至Building 15，并将其名称从BB07变更为BB17。变更前后产品的质量一致。同时，包装线由原来的人工包装调整为自动包装。,2025-08-06,国家药品监督管理局药品审评中心,已备案
