备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,代理机构,代理机构地址,备案内容,备案日期,备案机关,备注,注
国备2025002865,中文：京都念慈菴蜜炼川贝枇杷膏;英文/拉丁文：---,ZC20160006,中文名称：京都念慈菴总厂有限公司;英文名称：NIN JIOM MEDICINE MANUFACTORY (HONG KONG) LIMITED,香港新界荃湾德士古道256-264号德士古道工业中心A座4楼、5楼、12楼、14楼、16楼,中文名称：京都念慈菴总厂有限公司;英文名称：NIN JIOM MEDICINE MANUFACTORY (HONG KONG) LIMITED,香港新界元朗元朗工业邨宏利街50号京都念慈菴中心,慈恩医药（深圳）有限公司,深圳市福田区福保街道石厦北二街西路新天世纪商务中心第一栋A座31层3102号房,申请江门敬记塑胶厂有限公司生产的口服液体药用聚丙烯黑色瓶盖（登记号：B20200001205）作为“上市制剂使用的包材”,2025-11-06,国家药品监督管理局药品审评中心,已备案
国备2025002914,中文：奥氮平片;英文/拉丁文：Olanzapine Tablets,国药准字HJ20150141,中文名称：/;英文名称：Dr. Reddy's Laboratories Limited,"FTO Unit 3, Survey No.41, 42 Part, 45 Part & 46 Part, Bachupally Village and Mandal, Medchal-Malkajgiri District-500090 Telangana, India",中文名称：/;英文名称：Dr. Reddy's Laboratories Limited,"FTO Unit 3, Survey No.41, 42 Part, 45 Part & 46 Part, Bachupally Village and Mandal, Medchal-Malkajgiri District-500090 Telangana, India",深圳市泛谷药业股份有限公司,深圳市南山区桃源街道长源社区学苑大道1001号南山智园D2栋1502-1506,注册代理机构由瑞迪博士（北京）药业有限公司变更为深圳市泛谷药业有限公司，代理机构的地址进行相应的变更。,2025-11-13,国家药品监督管理局药品审评中心,已备案
国备2025002890,中文：注射用替奈普酶;英文/拉丁文：Tenecteplase for Injection,国药准字SJ20250017,中文名称：无;英文名称：Boehringer Ingelheim International GmbH,"Binger Strasse 173, 55216 Ingelheim am Rhein, Germany",中文名称：无;英文名称：Boehringer Ingelheim Pharma GmbH & Co. KG,"Birkendorfer Strasse 65, 88397 Biberach an der Riss, Germany",勃林格殷格翰(中国)投资有限公司,中国（上海）自由贸易试验区李时珍路257号1号楼,对本品的药品注册标准（JS20250019）进行文字性修订，将引用的《中国药典》版本号更新为2025年版。本次更新仅涉及药典版本号更新，方法和限度保持不变。,2025-11-08,国家药品监督管理局药品审评中心,已备案
国备2025002915,中文：奥氮平片;英文/拉丁文：Olanzapine Tablets,国药准字HJ20150142,中文名称：/;英文名称：Dr. Reddy's Laboratories Limited,"FTO Unit 3, Survey No.41, 42 Part, 45 Part & 46 Part, Bachupally Village and Mandal, Medchal-Malkajgiri District-500090 Telangana, India",中文名称：/;英文名称：Dr. Reddy's Laboratories Limited,"FTO Unit 3, Survey No.41, 42 Part, 45 Part & 46 Part, Bachupally Village and Mandal, Medchal-Malkajgiri District-500090 Telangana, India",深圳市泛谷药业股份有限公司,深圳市南山区桃源街道长源社区学苑大道1001号南山智园D2栋1502-1506,注册代理机构由瑞迪博士（北京）药业有限公司变更为深圳市泛谷药业有限公司，代理机构的地址进行相应的变更。,2025-11-13,国家药品监督管理局药品审评中心,已备案
国备2025002878,中文：五塔标行军散;英文/拉丁文：YA-HOM FIVE PAGODAS BRAND(MEDICINE),国药准字ZJ20160012,"中文名称：五塔药房有限公司;英文名称：FIVE PAGODAS PHARMACY CO.,LTD.",238 Vuthagad Road.Taladplu，Thonburi，Bangkok 10600，Thailand.,"中文名称：五塔药房有限公司;英文名称：FIVE PAGODAS PHARMACY CO.,LTD.",238 Vuthagad Road.Taladplu，Thonburi，Bangkok 10600，Thailand.,汕头市嘉泰医药科技有限公司,汕头市澄海区中心城区协和大厦十一层1106号,"一、在原已核准的说明书中，原""注册代理机构： 汕头市嘉泰医药科技有限公司""现修订为：""上市许可持有人中国境内责任人： 汕头市嘉泰医药科技有限公司""。二、在原已核准的说明书底端添加提示语""如有问题可与生产企业或与上市许可持有人境内责任人联系""。",2025-11-08,国家药品监督管理局药品审评中心,已备案
国备2025002874,中文：盐酸曲唑酮缓释片;英文/拉丁文：Trazodone Hydrochloride Sustained-release Tablets,国药准字HJ20200052,中文名称：无;英文名称：AZ.CHIM.RIUN.ANGELINI FRANCESCO ACRAF S.P.A.,VIALE AMELIA 70-00181 ROMA-ITALIA,中文名称：无;英文名称：AZ.CHIM.RIUN.ANGELINI FRANCESCO ACRAF S.P.A.,"VIA VECCHIA DEL PINOCCHIO 22, 60131 ANCONA-ITALIA",兆科药业（广州）有限公司,广州市南沙区珠江工业园美德三路1号自编A栋二层西区,将本品的原注册代理机构兆科药业（合肥）有限公司，注册地址：安徽省合肥市高新技术产业开发区，变更为新注册代理机构兆科药业（广州）有限公司，注册地址：广州市南沙区珠江工业园美德三路1号自编A栋二层西区。,2025-11-06,国家药品监督管理局药品审评中心,已备案
国备2025002875,中文：盐酸曲唑酮缓释片;英文/拉丁文：Trazodone Hydrochloride Sustained-release Tablets,国药准字HJ20200051,中文名称：无;英文名称：AZ.CHIM.RIUN.ANGELINI FRANCESCO ACRAF S.P.A.,VIALE AMELIA 70-00181 ROMA-ITALIA,中文名称：无;英文名称：AZ.CHIM.RIUN.ANGELINI FRANCESCO ACRAF S.P.A.,"VIA VECCHIA DEL PINOCCHIO 22, 60131 ANCONA-ITALIA",兆科药业（广州）有限公司,广州市南沙区珠江工业园美德三路1号自编A栋二层西区,将本品的原注册代理机构兆科药业（合肥）有限公司，注册地址：安徽省合肥市高新技术产业开发区，变更为新注册代理机构兆科药业（广州）有限公司，注册地址：广州市南沙区珠江工业园美德三路1号自编A栋二层西区。,2025-11-06,国家药品监督管理局药品审评中心,已备案
国备2025002877,中文：五塔标行军散;英文/拉丁文：YA-HOM FIVE PAGODAS BRAND(MEDICINE),国药准字ZJ20160011,"中文名称：五塔药房有限公司;英文名称：FIVE PAGODAS PHARMACY CO.,LTD.",238 Vuthagad Road.Taladplu，Thonburi，Bangkok 10600，Thailand.,"中文名称：五塔药房有限公司;英文名称：FIVE PAGODAS PHARMACY CO.,LTD.",238 Vuthagad Road.Taladplu，Thonburi，Bangkok 10600，Thailand.,汕头市嘉泰医药科技有限公司,汕头市澄海区中心城区协和大厦十一层1106号,"一、在原已核准的说明书中，原""注册代理机构： 汕头市嘉泰医药科技有限公司""现修订为：""上市许可持有人中国境内责任人： 汕头市嘉泰医药科技有限公司""。二、在原已核准的说明书底端添加提示语""如有问题可与生产企业或与上市许可持有人境内责任人联系""。",2025-11-07,国家药品监督管理局药品审评中心,已备案
国备2025002867,中文：京都念慈菴蜜炼川贝枇杷膏;英文/拉丁文：---,ZC20160004,中文名称：京都念慈菴总厂有限公司;英文名称：NIN JIOM MEDICINE MANUFACTORY (HONG KONG) LIMITED,香港新界荃湾德士古道256-264号德士古道工业中心A座4楼、5楼、12楼、14楼、16楼,中文名称：京都念慈菴总厂有限公司;英文名称：NIN JIOM MEDICINE MANUFACTORY (HONG KONG) LIMITED,香港新界元朗元朗工业邨宏利街50号京都念慈菴中心,慈恩医药（深圳）有限公司,深圳市福田区福保街道石厦北二街西路新天世纪商务中心第一栋A座31层3102号房,申请江门敬记塑胶厂有限公司生产的口服液体药用聚丙烯黑色瓶盖（登记号：B20200001205）作为“上市制剂使用的包材”,2025-11-06,国家药品监督管理局药品审评中心,已备案
国备2025002866,中文：京都念慈菴蜜炼川贝枇杷膏;英文/拉丁文：---,ZC20160005,中文名称：京都念慈菴总厂有限公司;英文名称：NIN JIOM MEDICINE MANUFACTORY (HONG KONG) LIMITED,香港新界荃湾德士古道256-264号德士古道工业中心A座4楼、5楼、12楼、14楼、16楼,中文名称：京都念慈菴总厂有限公司;英文名称：NIN JIOM MEDICINE MANUFACTORY (HONG KONG) LIMITED,香港新界元朗元朗工业邨宏利街50号京都念慈菴中心,慈恩医药（深圳）有限公司,深圳市福田区福保街道石厦北二街西路新天世纪商务中心第一栋A座31层3102号房,申请江门敬记塑胶厂有限公司生产的口服液体药用聚丙烯黑色瓶盖（登记号：B20200001205）作为“上市制剂使用的包材”,2025-11-06,国家药品监督管理局药品审评中心,已备案
国备2025002903,中文：普瑞巴林胶囊;英文/拉丁文：Pregabalin Capsules,国药准字HJ20230097,中文名称：------;英文名称：Dr. Reddy’s Laboratories Limited,"FTO-SEZ, Process Unit-01, Survey No. 57 to 59, 60, 62 &72, Sector No: 9 to 14 & 17 to 20, Devunipalavalasa (V), Ranasthalam (M), Srikakulam District-532409 Andhra Pradesh, India.",中文名称：------;英文名称：Dr. Reddy’s Laboratories Limited,"FTO-SEZ, Process Unit-01, Survey No. 57 to 59, 60, 62 &72, Sector No: 9 to 14 & 17 to 20, Devunipalavalasa (V), Ranasthalam (M), Srikakulam District-532409 Andhra Pradesh, India.",沐邦（北京）医药科技有限公司,北京市朝阳区安慧东里15号楼1层11号,境外持有人Dr. Reddy’s Laboratories Limited指定中国境内责任人沐邦（北京）医药科技有限公司办理普瑞巴林胶囊注册代理机构变更事宜。,2025-11-12,国家药品监督管理局药品审评中心,已备案
国备2025002911,中文：注射用培妥罗凝血素α;英文/拉丁文：Turoctocog alfa pegol for injection,国药准字SJ20240027,中文名称：丹麦诺和诺德公司;英文名称：Novo Nordisk A/S,"Novo Alle, DK-2880 Bagsvaerd, Denmark",中文名称：丹麦诺和诺德公司;英文名称：Novo Nordisk A/S,"Hagedornsvej 1, DK-2820 Gentofte, Denmark",诺和诺德（中国）制药有限公司,天津经济技术开发区南海路,制剂的次级包材铝塑组合盖的供应商由Novo Nordisk A/S变更为Braunform GmbH，并相应在制造与检定规程中更新铝塑组合盖的供应商与质量标准描述。,2025-11-20,国家药品监督管理局药品审评中心,已备案
Y国备2025002932,中文：硫酸羟氯喹;英文/拉丁文：Hydroxychloroquine Sulfate,Y20170001142,中文名称：Ipca Laboratories Limited;英文名称：Ipca Laboratories Limited,"P.O. Sejavta, District-Ratlam (M.P.) Pin Code-457001 INDIA",中文名称：Ipca Laboratories Limited;英文名称：Ipca Laboratories Limited,"P.O. Sejavta, District-Ratlam (M.P.) Pin Code-457001 INDIA",肇庆市定康药业有限公司,肇庆市端州一路原大冲收费站南侧稔塘村综合楼A幢三层A4-A30,"1. 将公司地址由48, Kandivli Industrial Estate, Kandivli (West) Mumbai-400 067,India变更为P.O. Sejavta, District-Ratlam (M.P.) Pin Code-457001 INDIA。本次变更仅为注册地址变更，实际持有人不变。
2. 将生产地址由P.O. Sejavta District-Ratlam(M.P) India Pin-457001变更为P.O. Sejavta, District-Ratlam (M.P.) Pin Code-457001 INDIA。本次变更仅为地址表述修订，实际生产场地不变，生产工艺信息表及包装标签相应内容同步修订。",2025-11-14,国家药品监督管理局药品审评中心,已备案
国备2025002888,中文：爱活胆通软胶囊;英文/拉丁文：/,国药准字ZJ20090007,中文名称：德国汉堡爱活大药厂 ;英文名称：Pharmazeutische Fabrik Evers GmbH & Co.KG,"Siemensstr.4,25421 Pinneberg",中文名称：/;英文名称：Catalent Germany Eberbach GmbH,"Gammelsbacher Str.2,69412 Eberbach",澳美制药（海南）有限公司,海口国家高新技术产业开发区药谷工业园药谷一路2号,"修订40粒和100粒分包装小盒的内容，具体如下：
1、在注册商标HITRECHOL右上角加上注册商标符号；
2、对原英文适应症所在面做如下修订：2.1将英文适应症、性状移至英文成分所在面，删除其余英文内容；2.2将中文成分、规格、性状、有效期、包装、贮藏、不良反应、禁忌、注意事项、用法用量、批准文号、药品上市许可持有人、包装厂、注册地址、生产企业、生产地址移至该面；2.3增加药品上市许可持有人中英文Logo；2.4修订中文不良反应、禁忌、注意事项的展现形式；
3、对原中文成份所在面做如下修订：3.1删除所有内容；3.2增加注册商标HITRECHOL；3.3增加药品上市许可持有人、注册地址及Logo；
4、对中文适应症所在面做如下修订：4.1删除中文性状、药品上市许可持有人、包装厂、注册地址、生产企业、生产地址；4.2变更图案；4.3增加药品上市许可持有人英文Logo。",2025-11-08,国家药品监督管理局药品审评中心,已备案
国备2025002886,中文：乙型肝炎病毒 丙型肝炎病毒 人类免疫缺陷病毒(1+2型)核酸检测试剂盒（PCR-荧光法）;英文/拉丁文：cobas MPX,国药准字SJ20220014,"中文名称：/;英文名称：Roche Molecular Systems, Inc.","1080 US Highway 202 South Branchburg, NJ 08876, United States","中文名称：/;英文名称：Roche Molecular Systems, Inc.","1080 US Highway 202 South Branchburg, NJ 08876, United States",罗氏诊断产品（上海）有限公司,中国（上海）自由贸易试验区希雅路330号7号厂房第二层I部位,对样本稀释液，核酸分析用病毒裂解试剂和清洗液产品标签进行微小修订。,2025-11-07,国家药品监督管理局药品审评中心,已备案
国备2025002910,中文：注射用培妥罗凝血素α;英文/拉丁文：Turoctocog alfa pegol for injection,国药准字SJ20240028,中文名称：丹麦诺和诺德公司;英文名称：Novo Nordisk A/S,"Novo Alle, DK-2880 Bagsvaerd, Denmark",中文名称：丹麦诺和诺德公司;英文名称：Novo Nordisk A/S,"Hagedornsvej 1, DK-2820 Gentofte, Denmark",诺和诺德（中国）制药有限公司,天津经济技术开发区南海路,制剂的次级包材铝塑组合盖的供应商由Novo Nordisk A/S变更为Braunform GmbH，并相应在制造与检定规程中更新铝塑组合盖的供应商与质量标准描述。,2025-11-20,国家药品监督管理局药品审评中心,已备案
Y国备2025002894,中文：盐酸托莫西汀;英文/拉丁文：Atomoxetine Hydrochloride,Y20200000257,中文名称：无;英文名称：Dr. Reddy's Laboratories Ltd.,CTO-SEZ Process Unit-01，Sector No.‘s 28 to 34，36 to 37，40，50 to 53 & 03，Survey No.’s 57 to 58，60，72 to 73，76 to 77 & 80，Devunipalavalasa village，Ranasthalam Mandal，Srikakulam District，Andhra Pradesh-532409，India,中文名称：无;英文名称：Dr. Reddy's Laboratories Ltd.,CTO-SEZ Process Unit-01，Sector No.‘s 28 to 34，36 to 37，40，50 to 53 & 03，Survey No.’s 57 to 58，60，72 to 73，76 to 77 & 80，Devunipalavalasa village，Ranasthalam Mandal，Srikakulam District，Andhra Pradesh-532409，India,印度瑞迪博士实验室有限公司昆山代表处,江苏省昆山开发区前进东路579幢1902室,新增经验证的批量放大的生产工艺，以及与该批量放大工艺相关的设备变更,2025-11-11,国家药品监督管理局药品审评中心,已备案
国备2025002900,中文：注射用伊米苷酶;英文/拉丁文：Imiglucerase for Injection,国药准字SJ20140067,中文名称：不适用;英文名称：Sanofi B.V.,"Paasheuvelweg 25, 1105 BP Amsterdam, The Netherlands",中文名称：不适用;英文名称：Genzyme Ireland Ltd.,"IDA Industrial Park, Old Kilmeaden Road, Waterford, Ireland",赛诺菲（中国）投资有限公司,北京市朝阳区建国路112号7层,对本品原液的生产工艺进行微小变更：1. 在Capto Phenyl层析柱再生步骤和储存步骤之间增加1.0 M氢氧化钠消毒步骤。2. Capto Phenyl层析柱储存步骤：将储存A和B合并为单个储存步骤。同时，对本品制造及检定规程中的相应内容进行更新。,2025-11-12,国家药品监督管理局药品审评中心,已备案
Y国备2025002909,中文：匹伐他汀钙;英文/拉丁文：Pitavastatin Calcium,Y20170000976,中文名称：Solara Active Pharma Sciences Limited;英文名称：Solara Active Pharma Sciences Limited,"A1/B, Sipcot Industrial Complex, Kudikadu, Cuddalore 607 005, India",中文名称：Solara Active Pharma Sciences Limited;英文名称：Solara Active Pharma Sciences Limited,"A1/B, Sipcot Industrial Complex, Kudikadu, Cuddalore 607 005, India",广州安信医药有限公司,广州市黄埔区科学城揽月路80号科技创新基地D区第6层610-612单元、614-616单元,"本次备案包括以下变更：
增加新的包装规格：8kg/袋、10kg/袋、15kg/袋、20kg/袋、25kg/袋。即现有的包装规格为：0.2kg/袋、0.3kg/袋、0.5kg/袋、1kg/袋、2kg/袋、5kg/袋、8kg/袋、10kg/袋、15kg/袋、20kg/袋、25kg/袋。",2025-11-13,国家药品监督管理局药品审评中心,已备案
国备2025002885,中文：爱活胆通软胶囊;英文/拉丁文：/,国药准字ZJ20090007,中文名称：德国汉堡爱活大药厂 ;英文名称：Pharmazeutische Fabrik Evers GmbH & Co.KG,"Siemensstr.4,25421 Pinneberg",中文名称：/;英文名称：Catalent Germany Eberbach GmbH,"Gammelsbacher Str.2,69412 Eberbach",澳美制药（海南）有限公司,海口国家高新技术产业开发区药谷工业园药谷一路2号,"修订40粒和100粒小盒的内容，具体如下：
1、在注册商标HITRECHOL右上角加上注册商标符号；
2、对原英文适应症所在面做如下修订：2.1将英文适应症、性状移至英文成分所在面，删除其余英文内容；2.2将中文成分、规格、性状、有效期、包装、贮藏、不良反应、禁忌、注意事项、用法用量、批准文号、药品上市许可持有人、包装厂、注册地址、生产企业、生产地址移至该面；2.3增加药品上市许可持有人中英文Logo；2.4修订中文不良反应、禁忌、注意事项的展现形式；
3、对原中文成份所在面做如下修订：3.1删除所有内容；3.2增加注册商标HITRECHOL；3.3增加药品上市许可持有人、注册地址及Logo；
4、对中文适应症所在面做如下修订：4.1删除中文性状、药品上市许可持有人、包装厂、注册地址、生产企业、生产地址；4.2变更图案；4.3增加药品上市许可持有人英文Logo。",2025-11-07,国家药品监督管理局药品审评中心,已备案
国备2025002923,中文：地诺孕素片;英文/拉丁文：Dienogest Tablets,国药准字HC20240002,"中文名称：培力药品工业股份有限公司;英文名称：PEI LI PHARMACEUTICAL INDUSTRIAL CO., LTD.",中国台湾台中市西屯区工业区六路十一号,"中文名称：培力药品工业股份有限公司;英文名称：PEI LI PHARMACEUTICAL INDUSTRIAL CO., LTD.",中国台湾台中市西屯区工业区六路十一号,福安药业集团庆余堂制药有限公司,重庆市渝北区黄杨路2号,更新外盒药品通用名字体颜色。,2025-11-13,国家药品监督管理局药品审评中心,已备案
国备2025002919,中文：磷酸西格列汀片;英文/拉丁文：Sitagliptin Phosphate Tablets,国药准字HJ20233149,中文名称：----;英文名称：Dr. Reddy's Laboratories Limited,"FTO-SEZ, Process Unit-01, Survey No's : 57 to 59, 60, 62 &72, Sector No: 9 to 14 & 17 to 20, Devunipalavalasa (V), Ranasthalam (M), Srikakulam District-532409 Andhra Pradesh, India.",中文名称：----;英文名称：Dr. Reddy's Laboratories Limited,"FTO-SEZ, Process Unit-01, Survey No's : 57 to 59, 60, 62 &72, Sector No: 9 to 14 & 17 to 20, Devunipalavalasa (V), Ranasthalam (M), Srikakulam District-532409 Andhra Pradesh, India.",瑞迪博士（北京）药业有限公司,北京市朝阳区建国路91号院8号楼15层1509单元,将磷酸西格列汀片质量标准中的引用通则由“中国药典2020年版四部”升级为“中国药典2025年版四部”。,2025-11-13,国家药品监督管理局药品审评中心,已备案
国备2025002972,中文：荧光素钠注射液;英文/拉丁文：Fluorescein Sodium Injection,国药准字HJ20130649,"中文名称：/;英文名称：Alcon Laboratories, Inc.","6201 South Freeway, Fort Worth, TX 76134 United States of America",中文名称：/;英文名称：Alcon Research LLC,"6201 South Freeway, Fort Worth, TX 76134 United States of America",苏州欧康维视生物科技有限公司,苏州市吴中区郭巷街道尹中南路1858号,1.申请本品的境外生产药品在中国境内分包装，分包装规格为1支/盒，分包装企业为苏州欧康维视生物科技有限公司。2.根据《境外生产药品分包装备案程序和要求》更新说明书、分包装小盒标签中分包装企业的内容。,2025-11-19,国家药品监督管理局药品审评中心,已备案
