备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,代理机构,代理机构地址,备案内容,备案日期,备案机关,备注,注
国备2025001181,中文：阿贝西利片;英文/拉丁文：Abemaciclib Tablets,国药准字HJ20200069,中文名称：----;英文名称：Eli Lilly Nederland B.V.,"Papendorpseweg 83, 3528BJ Utrecht, The Netherlands",中文名称：----;英文名称：Lilly del Caribe Inc.,"12.6 KM 65th Infantry Road, Carolina, Puerto Rico 00985",礼来苏州制药有限公司,苏州工业园区方中街109号,备案本品制剂相关药学变更，同时相应更新本品生产工艺信息表：1.在已获批的生产场地新增制剂生产线。2.新增预混合设备，以及继发变更。,2025-05-24,国家药品监督管理局药品审评中心,已备案
国备2025001647,中文：细菌溶解产物胶囊;英文/拉丁文：Bacterial Lysates Capsules,国药准字SJ20150042,中文名称：不适用;英文名称：OM Pharma SA,"rue du Bois-du-Lan 22, 1217 Meyrin, Switzerland",中文名称：不适用;英文名称：OM Pharma SA,"rue du Bois-du-Lan 22, 1217 Meyrin, Switzerland",诺思格（北京）医药科技股份有限公司,北京市通州区经济开发区东区创益西路518号,根据国家药品监督管理局2024年11月14日发布的《境外药品上市许可持有人指定境内责任人管理暂行规定》的公告（2024年第137号），在本品说明书中增加【境内责任人】信息。,2025-07-03,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001117,中文：盐酸哌甲酯缓释干混悬剂;英文/拉丁文：Methylphenidate Hydrochloride for Sustained-release Suspension,国药准字HJ20230152,"中文名称：无;英文名称：NextWave Pharmaceuticals Inc, a subsidiary of Tris Pharma Inc","2033 Us Highway 130, Monmouth Junction, NJ 08852 United States of America","中文名称：无;英文名称：Tris Pharma, Inc.","2033 US 130, Monmouth Junction, NJ 08852 United States of America",祐儿医药科技（上海）有限公司,中国（上海）自由贸易试验区张江路665号三层,1.删除药品说明书中【境内联系人】项及其相关信息；增加【境内责任人】项：祐儿医药科技（上海）有限公司，注册地址：中国（上海）自由贸易试验区张江路665号三层，邮政编码：201210，联系方式：400-965-8021，网址：https://www.pediatrixtherapeutics.com/ 2.删除药品包装内标签中【境内联系人】项及其相关信息；增加【境内责任人】项：祐儿医药科技（上海）有限公司。 3.删除药品包装外标签中【境内联系人】项及其相关信息；增加【境内责任人】项：祐儿医药科技（上海）有限公司，注册地址为中国（上海）自由贸易试验区张江路665号三层。,2025-05-22,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
Y国备2025001067,中文：阿莫西林钠克拉维酸钾;英文/拉丁文：Amoxicillin Sodium and Clavulanate Potassium,Y20170001265,中文名称：Sandoz Industrial Products S.A.;英文名称：Sandoz Industrial Products S.A.,c/ Gorg del Molí d’En Puigverd 08389 Palafolls (Barcelona),中文名称：Sandoz Industrial Products S.A.;英文名称：Sandoz Industrial Products S.A.,c/ Gorg del Molí d’En Puigverd 08389 Palafolls (Barcelona),中国医药保健品有限公司,北京市东城区光明中街18号,"阿莫西林与克拉维酸的重量比率：
注册标准中文字描述的变更：将“阿莫西林与克拉维酸钾的重量比率”更正为“阿莫西林与克拉维酸的重量比率”。",2025-05-20,国家药品监督管理局药品审评中心,已备案
国备2025001065,"中文：乙型肝炎病毒 丙型肝炎病毒 人类免疫缺陷病毒(1+2型)核酸检测试剂盒（PCR-荧光法）;英文/拉丁文：cobas TaqScreen MPX Test, version 2.0",国药准字SJ20181014,"中文名称：/;英文名称：Roche Molecular Systems, Inc.","1080 US Highway 202 South Branchburg, NJ 08876, United States","中文名称：/;英文名称：Roche Molecular Systems, Inc.","1080 US Highway 202 South Branchburg, NJ 08876, United States",罗氏诊断产品（上海）有限公司,中国（上海）自由贸易试验区希雅路330号7号厂房第二层I部位,根据国家药监局关于《境外药品上市许可持有人指定境内责任人管理暂行规定》的公告（2024年第137号），在中文说明书中增加“境内责任人”信息；我们将于7月1日后生产的产品中使用更新“境内责任人”信息的产品说明书。,2025-05-17,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第437号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001116,中文：盐酸哌甲酯缓释干混悬剂;英文/拉丁文：Methylphenidate Hydrochloride for Sustained-release Suspension,国药准字HJ20230151,"中文名称：无;英文名称：NextWave Pharmaceuticals Inc, a subsidiary of Tris Pharma Inc","2033 Us Highway 130, Monmouth Junction, NJ 08852 United States of America","中文名称：无;英文名称：Tris Pharma, Inc.","2033 US 130, Monmouth Junction, NJ 08852 United States of America",祐儿医药科技（上海）有限公司,中国（上海）自由贸易试验区张江路665号三层,1.删除药品说明书中【境内联系人】项及其相关信息；增加【境内责任人】项：祐儿医药科技（上海）有限公司，注册地址：中国（上海）自由贸易试验区张江路665号三层，邮政编码：201210，联系方式：400-965-8021，网址：https://www.pediatrixtherapeutics.com/ 2.删除药品包装内标签中【境内联系人】项及其相关信息；增加【境内责任人】项：祐儿医药科技（上海）有限公司。 3.删除药品包装外标签中【境内联系人】项及其相关信息；增加【境内责任人】项：祐儿医药科技（上海）有限公司，注册地址为中国（上海）自由贸易试验区张江路665号三层。,2025-05-22,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001114,中文：盐酸哌甲酯缓释咀嚼片;英文/拉丁文：Methylphenidate Hydrochloride Extended-release Chewable Tablets,国药准字HJ20230145,"中文名称：无;英文名称：NextWave Pharmaceuticals Inc, a subsidiary of Tris Pharma Inc","2033 Us Highway 130, Monmouth Junction, NJ 08852 United States of America","中文名称：无;英文名称：Tris Pharma, Inc.","2033 US 130, Monmouth Junction, NJ 08852 United States of America",祐儿医药科技（上海）有限公司,中国（上海）自由贸易试验区张江路665号三层,1.删除药品说明书中【境内联系人】项及其相关信息；增加【境内责任人】项：祐儿医药科技（上海）有限公司，注册地址：中国（上海）自由贸易试验区张江路665号三层，邮政编码：201210，联系方式：400-965-8021，网址：https://www.pediatrixtherapeutics.com/ 2.删除药品包装内标签中【境内联系人】项及其相关信息；增加【境内责任人】项：祐儿医药科技（上海）有限公司。 3.删除药品包装外标签中【境内联系人】项及其相关信息；增加【境内责任人】项：祐儿医药科技（上海）有限公司，注册地址为中国（上海）自由贸易试验区张江路665号三层。,2025-05-22,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001113,中文：盐酸哌甲酯缓释咀嚼片;英文/拉丁文：Methylphenidate Hydrochloride Extended-release Chewable Tablets,国药准字HJ20230144,"中文名称：无;英文名称：NextWave Pharmaceuticals Inc, a subsidiary of Tris Pharma Inc","2033 Us Highway 130, Monmouth Junction, NJ 08852 United States of America","中文名称：无;英文名称：Tris Pharma, Inc.","2033 US 130, Monmouth Junction, NJ 08852 United States of America",祐儿医药科技（上海）有限公司,中国（上海）自由贸易试验区张江路665号三层,1.删除药品说明书中【境内联系人】项及其相关信息；增加【境内责任人】项：祐儿医药科技（上海）有限公司，注册地址：中国（上海）自由贸易试验区张江路665号三层，邮政编码：201210，联系方式：400-965-8021，网址：https://www.pediatrixtherapeutics.com/ 2.删除药品包装内标签中【境内联系人】项及其相关信息；增加【境内责任人】项：祐儿医药科技（上海）有限公司。 3.删除药品包装外标签中【境内联系人】项及其相关信息；增加【境内责任人】项：祐儿医药科技（上海）有限公司，注册地址为中国（上海）自由贸易试验区张江路665号三层。,2025-05-22,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001179,中文：阿贝西利片;英文/拉丁文：Abemaciclib Tablets,国药准字HJ20200068,中文名称：----;英文名称：Eli Lilly Nederland B.V.,"Papendorpseweg 83, 3528BJ Utrecht, The Netherlands",中文名称：----;英文名称：Lilly del Caribe Inc.,"12.6 KM 65th Infantry Road, Carolina, Puerto Rico 00985",礼来苏州制药有限公司,苏州工业园区方中街109号,备案本品制剂相关药学变更，同时相应更新本品生产工艺信息表：1.在已获批的生产场地新增制剂生产线。2.新增预混合设备，以及继发变更。,2025-05-24,国家药品监督管理局药品审评中心,已备案
国备2025001187,中文：左甲状腺素钠片;英文/拉丁文：Levothyroxine Sodium Tablets,HJ20240060,中文名称：Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A;英文名称：Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A,"14th km National Road 1, Kifissia GR-145 64，Greece",中文名称：Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A;英文名称：Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A,"Building B 14th km National Road 1, Kifissia GR-145 64 Greece",广东利玮医药有限公司,广东省广州市越秀区先烈中路100号大院23栋之一418房,将进口注册代理机构从“北京博瑞康健医药科技有限公司”变更至“广东利玮医药有限公司”。,2025-05-27,国家药品监督管理局药品审评中心,已备案
国备2025001188,中文：左甲状腺素钠片;英文/拉丁文：Levothyroxine Sodium Tablets,HJ20240061,中文名称：Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A;英文名称：Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A,"14th km National Road 1, Kifissia GR-145 64，Greece",中文名称：Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A;英文名称：Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A,"Building B 14th km National Road 1, Kifissia GR-145 64 Greece",广东利玮医药有限公司,广东省广州市越秀区先烈中路100号大院23栋之一418房,将进口注册代理机构从“北京博瑞康健医药科技有限公司”变更至“广东利玮医药有限公司”。,2025-05-27,国家药品监督管理局药品审评中心,已备案
国备2025001185,中文：左甲状腺素钠片;英文/拉丁文：Levothyroxine Sodium Tablets,HJ20240062,中文名称：Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A;英文名称：Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A,"14th km National Road 1, Kifissia GR-145 64，Greece",中文名称：Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A;英文名称：Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A,"Building B 14th km National Road 1, Kifissia GR-145 64 Greece",广东利玮医药有限公司,广东省广州市越秀区先烈中路100号大院23栋之一418房,将进口注册代理机构从“北京博瑞康健医药科技有限公司”变更至“广东利玮医药有限公司”。,2025-05-27,国家药品监督管理局药品审评中心,已备案
国备2025001646,中文：细菌溶解产物胶囊;英文/拉丁文：Bacterial Lysates Capsules,国药准字SJ20150041,中文名称：不适用;英文名称：OM Pharma SA,"rue du Bois-du-Lan 22, 1217 Meyrin, Switzerland",中文名称：不适用;英文名称：OM Pharma SA,"rue du Bois-du-Lan 22, 1217 Meyrin, Switzerland",诺思格（北京）医药科技股份有限公司,北京市通州区经济开发区东区创益西路518号,根据国家药品监督管理局2024年11月14日发布的《境外药品上市许可持有人指定境内责任人管理暂行规定》的公告（2024年第137号），在本品说明书中增加【境内责任人】信息,2025-07-03,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001138,中文：重组人促红素-β注射液(CHO细胞);英文/拉丁文：Recombinant Human Erythropoietin β Injection (CHO Cell),国药准字SJ20171006,中文名称：/;英文名称：Roche Pharma (Schweiz) Ltd.,"Grenzacherstrasse 124, 4058 Basel, Switzerland",中文名称：/;英文名称：Roche Diagnostics GmbH,"Sandhoferstrasse 116 68305 Mannheim, Germany",上海罗氏制药有限公司,中国（上海）自由贸易试验区龙东大道1100号,设定细胞培养基中组分硫酸亚铁七水合物 锰含量的下限，并引入富含锰 的干燥硫酸亚铁 作为硫酸亚铁七水合物 的可替代原材料,2025-05-24,国家药品监督管理局药品审评中心,已备案
Y国备2025001135,中文：利伐沙班;英文/拉丁文：Rivaroxaban,Y20220000051,中文名称：COHANCE LIFESCIENCES LIMITED;英文名称：COHANCE LIFESCIENCES LIMITED,"API UNIT - III, PLOT NO. - 3102 /B, GIDC, ANKLESHWAR - 393002, DIST – BHARUCH, GUJARAT, INDIA",中文名称：COHANCE LIFESCIENCES LIMITED;英文名称：COHANCE LIFESCIENCES LIMITED,"API UNIT - III, PLOT NO. - 3102 /B, GIDC, ANKLESHWAR - 393002, DIST – BHARUCH, GUJARAT, INDIA",颐德药业（上海）有限公司,中国（上海）自由贸易试验区华申路198号1幢四层C-22室,"生产企业名称和地址由“ZCL Chemicals Limited”“Plot No. 3102/B, GIDC Estate, Ankleshwar-393002, Dist: Bharuch, Gujarat （India）”变更为“COHANCE LIFESCIENCES LIMITED”“API UNIT - III, PLOT NO. - 3102 /B, GIDC, ANKLESHWAR - 393002, DIST – BHARUCH, GUJARAT, INDIA”",2025-05-23,国家药品监督管理局药品审评中心,已备案
国备2025001164,中文：重组人促红素-β注射液(CHO细胞);英文/拉丁文：Recombinant Human Erythropoietin β Injection (CHO Cell),国药准字SJ20171010,中文名称：/;英文名称：Roche Pharma (Schweiz) Ltd.,"Grenzacherstrasse 124, 4058 Basel, Switzerland",中文名称：/;英文名称：Roche Diagnostics GmbH,"Sandhoferstrasse 116 68305 Mannheim, Germany",上海罗氏制药有限公司,中国（上海）自由贸易试验区龙东大道1100号,设定细胞培养基中组分硫酸亚铁七水合物 锰含量的下限，并引入富含锰 的干燥硫酸亚铁 作为硫酸亚铁七水合物 的可替代原材料,2025-05-24,国家药品监督管理局药品审评中心,已备案
国备2025001165,中文：重组人促红素-β注射液(CHO细胞);英文/拉丁文：Recombinant Human Erythropoietin β Injection (CHO Cell),国药准字SJ20171011,中文名称：/;英文名称：Roche Pharma (Schweiz) Ltd.,"Grenzacherstrasse 124, 4058 Basel, Switzerland",中文名称：/;英文名称：Roche Diagnostics GmbH,"Sandhoferstrasse 116 68305 Mannheim, Germany",上海罗氏制药有限公司,中国（上海）自由贸易试验区龙东大道1100号,设定细胞培养基中组分硫酸亚铁七水合物 锰含量的下限，并引入富含锰 的干燥硫酸亚铁 作为硫酸亚铁七水合物 的可替代原材料,2025-05-24,国家药品监督管理局药品审评中心,已备案
国备2025001146,中文：重组人促红素-β注射液(CHO细胞);英文/拉丁文：Recombinant Human Erythropoietin β Injection (CHO Cell),国药准字SJ20171011,中文名称：/;英文名称：Roche Pharma (Schweiz) Ltd.,"Grenzacherstrasse 124, 4058 Basel, Switzerland",中文名称：/;英文名称：Roche Diagnostics GmbH,"Sandhoferstrasse 116 68305 Mannheim, Germany",上海罗氏制药有限公司,中国（上海）自由贸易试验区龙东大道1100号,更新标准品标定和稳定性方案,2025-05-24,国家药品监督管理局药品审评中心,已备案
国备2025001147,中文：重组人促红素-β注射液(CHO细胞);英文/拉丁文：Recombinant Human Erythropoietin β Injection (CHO Cell),国药准字SJ20171010,中文名称：/;英文名称：Roche Pharma (Schweiz) Ltd.,"Grenzacherstrasse 124, 4058 Basel, Switzerland",中文名称：/;英文名称：Roche Diagnostics GmbH,"Sandhoferstrasse 116 68305 Mannheim, Germany",上海罗氏制药有限公司,中国（上海）自由贸易试验区龙东大道1100号,更新标准品标定和稳定性方案,2025-05-24,国家药品监督管理局药品审评中心,已备案
Y国备2025001420,中文：氯化琥珀胆碱;英文/拉丁文：Succinylcholine chloride,Y20200001130,中文名称：Solara Active Pharma Sciences Limited;英文名称：Solara Active Pharma Sciences Limited,"120 A&B, 120 P & 121 Industrial Area, Baikampady, New Mangalore-575011, India",中文名称：Solara Active Pharma Sciences Limited;英文名称：Solara Active Pharma Sciences Limited,"120 A&B, 120 P & 121 Industrial Area, Baikampady, New Mangalore-575011, India",颐德药业（上海）有限公司,中国（上海）自由贸易试验区华申路198号1幢四层C-22室,将原料药氯化琥珀胆碱的中国进口注册代理公司由南京健友生化制药股份有限公司变更为颐德药业（上海）有限公司。,2025-06-13,国家药品监督管理局药品审评中心,已备案
国备2025001166,中文：麦考酚钠肠溶片;英文/拉丁文：Mycophenolate Sodium Enteric-coated Tablets,国药准字HC20240005,"中文名称：保盛药业股份有限公司;英文名称：TWi Pharmaceuticals, Inc.","4F, No 41, Lane 221, Kang Chien Rd., Nei Hu Dist., Taipei, Taipei 11494 TAIWAN","中文名称：保盛药业股份有限公司中坜厂;英文名称：TWi Pharmaceuticals, Inc. Zhongli Plant","No.3-1, Ziqiang 4th Rd., Taoyuan, Taoyuan 320023 TAIWAN",泊诺（天津）创新医药研究有限公司,天津自贸试验区（东疆保税港区）呼伦贝尔路426号铭海中心4号楼-3、7-901（存在多址信息）,将说明书中的“境内联系人”修改为“境内责任人”，相关信息不变，删除包装标签上“境内联系人”相关信息。,2025-05-24,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001393,中文：阿仑膦酸钠片;英文/拉丁文：Alendronate Sodium Tablets,国药准字HJ20160101,中文名称：不适用;英文名称：N.V. Organon,"Kloosterstraat 6, 5349 AB Oss, The Netherlands",中文名称：不适用;英文名称：Savio Industrial S.r.L,"Via Emilia 21 PAVIA 27100, Italy",欧加隆（上海）医药科技有限公司,中国（上海）自由贸易试验区东育路255弄4号A栋5层503单元（名义楼层，实际楼层4层）,延长本品的有效期，由24个月延长至36个月。,2025-06-12,国家药品监督管理局药品审评中心,已备案
