备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,代理机构,代理机构地址,备案内容,备案日期,备案机关,备注,注
Y国备2025002001,中文：托伐普坦;英文/拉丁文：Tolvaptan,Y20200001002,中文名称：Aurore Pharmaceuticals Private Limited;英文名称：Aurore Pharmaceuticals Private Limited,"Plot No.35, 36, 38 to 40 & 49 to 51, Phase IV, IDA Jeedimetla, Quthbullapur (M), Medchal-Malkajgiri District-500 055,Telangana State, India",中文名称：Aurore Pharmaceuticals Private Limited;英文名称：Aurore Pharmaceuticals Private Limited,"Plot No.35, 36, 38 to 40 & 49 to 51, Phase IV, IDA Jeedimetla, Quthbullapur (M), Medchal-Malkajgiri District-500 055,Telangana State, India",广州市桐晖药业有限公司,广州市黄埔区科学大道181号1201房1203房（仅限办公）,根据国家药监局关于实施2025年版《中华人民共和国药典》有关事宜的公告（2025年第32号），将托伐普坦注册标准（YBY62122022）中引用的中国药典通则版本升级为2025年版。仅引用的药典通则升级，方法及限度等均不变。,2025-08-16,国家药品监督管理局药品审评中心,已备案
国备2025001931,中文：复方肝素钠尿囊素凝胶;英文/拉丁文：Compound Heparin Sodium and Allantoin Gel,国药准字HJ20181229,中文名称：/;英文名称：Merz Pharmaceuticals GmbH,Eckenheimer Landstraβe 100 60318 Frankfurt am Main,中文名称：/;英文名称：Merz Pharma GmbH & Co. KGaA,Ludwigstraβe 22 64354 Reinheim,浙江医学科技开发有限公司,浙江省杭州市拱墅区皓章大厦1幢704室,"复方肝素钠尿囊素凝胶（康瑞保）进行以下备案申请：
1. 变更“上市许可持有人”地址名称，由“Eckenheimer Landstr.100 60318 Frankfurt”变更为“Eckenheimer Landstraβe 100 60318 Frankfurt am Main”，实际地址不变，药品说明书和药品注册证书上相关信息同时进行修订；
2. 根据《化学药品说明书及标签药学相关信息撰写指导原则（试行）》，在药品说明书【包装】项下增加直接接触药品包装材料和容器信息；
3. 根据国家药监局发布的《境外药品上市许可持有人指定境内责任人管理暂行规定》的公告（2024年第137号），在药品说明书中列出【境内责任人】信息，同时删除【境内联系机构】信息。",2025-08-06,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001941,中文：艾美赛珠单抗注射液 ;英文/拉丁文：Emicizumab Injection,国药准字SJ20180027,中文名称：/;英文名称：Roche Pharma (Schweiz) AG,"Grenzacherstrasse 124, 4058 Basel, Switzerland","中文名称：/;英文名称：Chugai Pharma Manufacturing Co., Ltd","16-3 Kiyohara Kogyodanchi, Utsunomiya, TOCHIGI, 321-3231, Japan",罗氏（中国）投资有限公司,中国（上海）自由贸易试验区龙东大道1100号4号楼,"在F. Hoffmann-La Roche Ltd 和Chugai Pharma Manufacturing Co., Ltd.场地，拟采用UV/斜率光谱法（也称为可变光程UV光谱法）作为原液和制剂放行时测定蛋白含量的替代检测方法。据上述变更，对制造和检定规程进行相应修订，已批准药品注册标准中蛋白质含量检测方法不变。",2025-08-07,国家药品监督管理局药品审评中心,已备案
国备2025001942,中文：艾美赛珠单抗注射液 ;英文/拉丁文：Emicizumab Injection,国药准字SJ20180026,中文名称：/;英文名称：Roche Pharma (Schweiz) AG,"Grenzacherstrasse 124, 4058 Basel, Switzerland","中文名称：/;英文名称：Chugai Pharma Manufacturing Co., Ltd","16-3 Kiyohara Kogyodanchi, Utsunomiya, TOCHIGI, 321-3231, Japan",罗氏（中国）投资有限公司,中国（上海）自由贸易试验区龙东大道1100号4号楼,"在F. Hoffmann-La Roche Ltd 和Chugai Pharma Manufacturing Co., Ltd.场地，拟采用UV/斜率光谱法（也称为可变光程UV光谱法）作为原液和制剂放行时测定蛋白含量的替代检测方法。据上述变更，对制造和检定规程进行相应修订，已批准药品注册标准中蛋白质含量检测方法不变。",2025-08-07,国家药品监督管理局药品审评中心,已备案
国备2025001943,中文：艾美赛珠单抗注射液 ;英文/拉丁文：Emicizumab Injection,国药准字SJ20180025,中文名称：/;英文名称：Roche Pharma (Schweiz) AG,"Grenzacherstrasse 124, 4058 Basel, Switzerland","中文名称：/;英文名称：Chugai Pharma Manufacturing Co., Ltd","16-3 Kiyohara Kogyodanchi, Utsunomiya, TOCHIGI, 321-3231, Japan",罗氏（中国）投资有限公司,中国（上海）自由贸易试验区龙东大道1100号4号楼,"在F. Hoffmann-La Roche Ltd 和Chugai Pharma Manufacturing Co., Ltd.场地，拟采用UV/斜率光谱法（也称为可变光程UV光谱法）作为原液和制剂放行时测定蛋白含量的替代检测方法。据上述变更，对制造和检定规程进行相应修订，已批准药品注册标准中蛋白质含量检测方法不变。",2025-08-07,国家药品监督管理局药品审评中心,已备案
国备2025001940,中文：艾美赛珠单抗注射液 ;英文/拉丁文：Emicizumab Injection,国药准字SJ20180028,中文名称：/;英文名称：Roche Pharma (Schweiz) AG,"Grenzacherstrasse 124, 4058 Basel, Switzerland","中文名称：/;英文名称：Chugai Pharma Manufacturing Co., Ltd","16-3 Kiyohara Kogyodanchi, Utsunomiya, TOCHIGI, 321-3231, Japan",罗氏（中国）投资有限公司,中国（上海）自由贸易试验区龙东大道1100号4号楼,"在F. Hoffmann-La Roche Ltd. 和Chugai Pharma Manufacturing Co., Ltd.场地，拟采用UV/斜率光谱法（也称为可变光程UV光谱法）作为原液和制剂放行时测定蛋白含量的替代检测方法。据上述变更，对制造和检定规程进行相应修订，已批准药品注册标准中蛋白质含量检测方法不变。",2025-08-07,国家药品监督管理局药品审评中心,已备案
国备2025001859,中文：溴莫尼定噻吗洛尔滴眼液;英文/拉丁文：Brimonidine Tartrate and Timolol Maleate Eye Drops,国药准字HJ20140928,中文名称：不适用;英文名称：AbbVie Limited,"Citywest Business Campus, Dublin 24, Ireland",中文名称：不适用;英文名称：Allergan Pharmaceuticals Ireland,"Castlebar Road, Westport, County Mayo, Ireland",艾伯维医药贸易（上海）有限公司,中国（上海）自由贸易试验区富特北路458号4层418部位,变更本品注册代理机构，由艾尔建信息咨询（上海）有限公司变成艾伯维医药贸易（上海）有限公司。,2025-07-30,国家药品监督管理局药品审评中心,已备案
Y国备2025002264,中文：艾地骨化醇;英文/拉丁文：Eldecalcitol,Y20200000962,中文名称：Nissan Chemical Corporation;英文名称：Nissan Chemical Corporation,"5-1, Nihonbashi 2-Chome, Chuo-ku, Tokyo 103-6119, Japan","中文名称：Nissan Chemical Corporation, Onoda Plant;英文名称：Nissan Chemical Corporation, Onoda Plant","6903-1, Oaza Onoda, Sanyo-Onoda, Yamaguchi 756-0093, Japan",北京艾普迪医药科技有限公司,北京市东城区东晓市1巷48号,有效期由36个月变更为60个月。,2025-09-09,国家药品监督管理局药品审评中心,已备案
Y国备2025002097,中文：美沙拉秦（SH级）;英文/拉丁文：Mesalazine(Grade SH),Y20170000104,"中文名称：CAMBREX,KARLSKOGA AB;英文名称：CAMBREX,KARLSKOGA AB",Bjorkborns Industriomrade Sweden-69185 Karlskoga,"中文名称：Cambrex,Karlskoga AB;英文名称：Cambrex,Karlskoga AB",Bjorkborns Industriomrade Sweden-69185 Karlskoga,广州市桐晖药业有限公司,广州市黄埔区科学大道181号第十二层（仅限办公）,根据国家药监局关于实施2025年版《中华人民共和国药典》有关事宜的公告（2025年第32号），将美沙拉秦(SH级） 注册标准（JX20190087）中引用的中国药典通则版本升级为2025年版。仅引用的药典通则升级，方法及限度等均不变。,2025-08-22,国家药品监督管理局药品审评中心,已备案
国备2025001858,中文：酒石酸溴莫尼定滴眼液;英文/拉丁文：Brimonidine Tartrate Eye Drops,国药准字HJ20160681,中文名称：不适用;英文名称：AbbVie Limited,"Citywest Business Campus, Dublin 24, Ireland",中文名称：不适用;英文名称：Allergan Pharmaceuticals Ireland,"Castlebar Road, Westport, County Mayo, Ireland",艾伯维医药贸易（上海）有限公司,中国（上海）自由贸易试验区富特北路458号4层418部位,变更本品注册代理机构，由艾尔建信息咨询（上海）有限公司变成艾伯维医药贸易（上海）有限公司。,2025-07-30,国家药品监督管理局药品审评中心,已备案
Y国备2025003004,中文：异丙托溴铵;英文/拉丁文：Ipratropium Bromide,Y20190009250,中文名称：VAMSI LABS LTD.;英文名称：VAMSI LABS LTD.,"PLOT NO.A-14, A-15, A-31, A-32, A-33 & A-34, MIDC AREA, CHINCHOLI, TAL- MOHOL, DIST SOLAPUR 413255 MAHARASHTRA STATE, INDIA",中文名称：VAMSI LABS LTD.;英文名称：VAMSI LABS LTD.,"PLOT NO.A-14, A-15, A-31, A-32, A-33 & A-34, MIDC AREA, CHINCHOLI, TAL- MOHOL, DIST SOLAPUR 413255 MAHARASHTRA STATE, INDIA",中诺凯琳医药发展（苏州）股份有限公司,常熟市海虞镇盛虞大道8 号 （苏虞生物医药产业园）,本品的有效期由“24个月”延长为“60个月”。,2025-11-21,国家药品监督管理局药品审评中心,已备案
国备2025001864,中文：萘哌地尔片;英文/拉丁文：Naftopidil Tablets,国药准字HJ20200017,中文名称：旭化成制药株式会社;英文名称：Asahi Kasei Pharma Corporation,"1-1-2 Yurakucho, Chiyoda-ku, Tokyo, Japan",中文名称：旭化成制药株式会社，名古屋医药工厂;英文名称：Asahi Kasei Pharma Corporation，Nagoya Pharmaceuticals Plant,61 Ikeda，Fukuta-cho，Miyoshi-shi，Aichi，Japan,旭化成医药科技（北京）有限公司,北京市朝阳区建国路91号院8号楼20层2009-2010单元,申请增加境内分包装用大包装规格“16.0kg/桶”、“5.0kg/桶”和“1.0kg/桶”，供重庆药友制药有限责任公司分包装生产用。,2025-07-30,国家药品监督管理局药品审评中心,已备案
国备2025001863,中文：萘哌地尔片;英文/拉丁文：Naftopidil Tablets,国药准字HJ20200016,中文名称：旭化成制药株式会社;英文名称：Asahi Kasei Pharma Corporation,"1-1-2 Yurakucho, Chiyoda-ku, Tokyo, Japan",中文名称：旭化成制药株式会社，名古屋医药工厂;英文名称：Asahi Kasei Pharma Corporation，Nagoya Pharmaceuticals Plant,61 Ikeda，Fukuta-cho，Miyoshi-shi，Aichi，Japan,旭化成医药科技（北京）有限公司,北京市朝阳区建国路91号院8号楼20层2009-2010单元,申请增加境内分包装用大包装规格“16.0kg/桶”、“5.0kg/桶”和“1.0kg/桶”，供重庆药友制药有限责任公司分包装生产用。,2025-07-30,国家药品监督管理局药品审评中心,已备案
国备2025001882,中文：替尔泊肽注射液;英文/拉丁文：Tirzepatide Injection,国药准字HJ20255004,中文名称：Eli Lilly Nederland B.V. ;英文名称：Eli Lilly Nederland B.V.,"Papendorpseweg 83, 3528 BJ Utrecht, The Netherlands",中文名称：Eli Lilly Italia S.p.A.;英文名称：Eli Lilly Italia S.p.A.,V. Gramsci 731-733 50019 Sesto Fiorentino (FI) Italy,礼来苏州制药有限公司,苏州工业园区方中街109号,替尔泊肽注射液于2025年6月30日在中国获批用于阻塞性睡眠呼吸暂停（OSA）（药品注册证书编号2025S02086-89），根据最新批准的药品注册证书所附的批准说明书和包装标签，在替尔泊肽注射液多剂量预装笔式注射器说明书和包装标签上增加阻塞性睡眠呼吸暂停（OSA）适应症及相关更新。,2025-08-01,国家药品监督管理局药品审评中心,已备案
国备2025002182,中文：替瑞奇珠单抗注射液;英文/拉丁文：Tildrakizumab Injection,国药准字SJ20230006,中文名称：/;英文名称：Sun Pharmaceutical Industries Limited,"Sun House, Plot No. 201 B/1, Western Express Highway, Goregaon (E), Mumbai, Maharashtra, 400063, INDIA",中文名称：/;英文名称：Vetter Pharma-Fertigung GmbH & Co. KG,"Vetter Pharma-Fertigung, Schützenstr. 87 und 99-101, Ravensburg 88212 GERMANY",海南德镁医药科技有限责任公司,海南省海口市国家高新技术产业开发区科技大道22号海口国科中心C座6楼整层,"（1）增加新的PRS批次，此批次根据已批准的标定方案利用已批准的现行一级标准品（PRS）进行标定。
（2）延长一级标准品和二级标准品的再标定期。
（3）变更二级标准品的储存温度。",2025-09-03,国家药品监督管理局药品审评中心,已备案
国备2025001913,中文：重组乙型肝炎疫苗（酿酒酵母）;英文/拉丁文：Recombinant Hepatitis B Vaccine (Saccharomyces cerevisiae),国药准字SJ20150020,中文名称：无;英文名称：GlaxoSmithKline Biologicals SA,"89, rue de l'Institut B-1330 Rixensart, Belgium",中文名称：无;英文名称：GlaxoSmithKline Biologicals SA,"89, rue de l'Institut B-1330 Rixensart, Belgium",葛兰素史克（中国）投资有限公司,中国北京市朝阳区东四环中路56号楼9层901单元901、902、903、905、908、909、910房间,将本品纯化原液长期储存所用的玻璃容器变更为一次性使用的塑料储袋。相应更新CTD文件（S.2、S.6、S.7和A.1共4个章节）以及制造检定规程。,2025-08-05,国家药品监督管理局药品审评中心,已备案
国备2025001910,中文：重组乙型肝炎疫苗（酿酒酵母）;英文/拉丁文：Recombinant Hepatitis B Vaccine (Saccharomyces cerevisiae),国药准字SJ20150022,中文名称：无;英文名称：GlaxoSmithKline Biologicals SA,"89, rue de l'Institut B-1330 Rixensart, Belgium",中文名称：无;英文名称：GlaxoSmithKline Biologicals SA,"89, rue de l'Institut B-1330 Rixensart, Belgium",葛兰素史克（中国）投资有限公司,中国北京市朝阳区东四环中路56号楼9层901单元901、902、903、905、908、909、910房间,将本品纯化原液长期储存所用的玻璃容器变更为一次性使用的塑料储袋。相应更新CTD文件（S.2、S.6、S.7和A.1共4个章节）以及制造检定规程。,2025-08-05,国家药品监督管理局药品审评中心,已备案
国备2025002106,中文：地舒单抗注射液;英文/拉丁文：Denosumab Injection,国药准字SJ20190025,中文名称：/;英文名称：Amgen Inc.,"One Amgen Center Drive, Thousand Oaks, CA 91320 United States of America",中文名称：/;英文名称：Amgen Manufacturing Limited LLC,"State Road 31, Kilometer 24.6, Juncos, Puerto Rico 00777",百济神州（北京）生物科技有限公司,北京市昌平区中关村生命科学园科学园路30号院1号楼101、201、402、502室,本次备案申请为：1. 变更制剂生产厂和包装厂的名称，即从Amgen Manufacturing Limited变更为Amgen Manufacturing Limited LLC；2. 因企业商标修订，本次一并申请变更药品包装中的公司标识，即移除AMGEN商标符号。,2025-08-23,国家药品监督管理局药品审评中心,已备案
国备2025001810,"中文：布地格福吸入气雾剂;英文/拉丁文：Budesonide, Glycopyrronium Bromide and Formoterol Fumarate Inhalation Aerosol",国药准字HJ20190063,中文名称：/;英文名称：AstraZeneca AB,"SE-151 85 Södertälje, Sweden",中文名称：/;英文名称：ASTRAZENECA DUNKERQUE PRODUCTION,"224 Avenue de la Dordogne, Dunkerque 59640, France",阿斯利康投资（中国）有限公司,中国（上海）自由贸易试验区亮景路199号,"1）延长疏松颗粒的复检期
2）更新DSPC的质量标准
3）新增吸入器的供应商",2025-07-24,国家药品监督管理局药品审评中心,已备案
国备2025001930,中文：复方肝素钠尿囊素凝胶;英文/拉丁文：Compound Heparin Sodium and Allantoin Gel,国药准字HJ20150555,中文名称：/;英文名称：Merz Pharmaceuticals GmbH,Eckenheimer Landstraβe 100 60318 Frankfurt am Main,中文名称：/;英文名称：Merz Pharma GmbH & Co. KGaA,Ludwigstraβe 22 64354 Reinheim,浙江医学科技开发有限公司,浙江省杭州市拱墅区皓章大厦1幢704室,"复方肝素钠尿囊素凝胶（康瑞保）进行以下备案申请：
1. 变更“上市许可持有人”地址名称，由“Eckenheimer Landstr.100 60318 Frankfurt”变更为“Eckenheimer Landstraβe 100 60318 Frankfurt am Main”，实际地址不变，药品说明书和药品注册证书上相关信息同时进行修订；
2. 根据《化学药品说明书及标签药学相关信息撰写指导原则（试行）》，在药品说明书【包装】项下增加直接接触药品包装材料和容器信息；
3. 根据国家药监局发布的《境外药品上市许可持有人指定境内责任人管理暂行规定》的公告（2024年第137号），在药品说明书中列出【境内责任人】信息，同时删除【境内联系机构】信息。",2025-08-06,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001846,中文：磷/碳酸氢钠血滤置换液 ;英文/拉丁文：Hemofiltration Replacement Fluid of Sodium Bicarbonate and Phosphate,国药准字HJ20220016,中文名称：无;英文名称：Vantive Belgium SRL,"Boulevard d'Angleterre 2 1420 Braine-l'Alleud, Belgium",中文名称：无;英文名称：Bieffe Medital S.p.A.,"Via Stelvio 94-23035 Sondalo (SO), Italy",万益特医疗用品贸易（上海）有限公司,中国（上海）自由贸易试验区富特西一路155号C楼第六层C-1A部位,申请变更境内代理机构的名称，实际主体不变。公司名称由百特医疗用品贸易（上海）有限公司变更为万益特医疗用品贸易（上海）有限公司。,2025-07-29,国家药品监督管理局药品审评中心,已备案
Y国备2025002025,中文：硝酸益康唑;英文/拉丁文：Econazole Nitrate,Y20190009249,中文名称：Janssen Pharmaceutica NV;英文名称：Janssen Pharmaceutica NV,"Turnhoutseweg 30, B-2340 Beerse, Belguim",中文名称：Siegfried Ltd;英文名称：Siegfried Ltd,"Untere Brühlstrasse 4, Zofingen, AG 4800, Switzerland",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,根据《中国药典》2025年版及药典实施公告2025年第32号文，申请将本品原注册标准中药典年份的文字性描述更新为2025年版药典年份，不涉及检验方法和限度的变更，同时增加硝酸益康唑分子量信息，具体为444.69，注册标准其他内容不变。,2025-08-20,国家药品监督管理局药品审评中心,已备案
国备2025001845,中文：枸橼酸钠血滤置换液;英文/拉丁文：Hemofiltration Replacement Fluid of Sodium Citrate,国药准字HJ20210035,中文名称：无;英文名称：Vantive Belgium SRL,"Boulevard d'Angleterre 2 1420 Braine-l'Alleud,Belgium",中文名称：无;英文名称：Bieffe Medital S.p.A.,"Via Stelvio 94-23035 Sondalo (SO), Italy",万益特医疗用品贸易（上海）有限公司,中国（上海）自由贸易试验区富特西一路155号C楼第六层C-1A部位,申请变更境内代理机构的名称，实际主体不变。公司名称由百特医疗用品贸易（上海）有限公司变更为万益特医疗用品贸易（上海）有限公司。,2025-07-29,国家药品监督管理局药品审评中心,已备案
国备2025001832,中文：磷酸奥司他韦干混悬剂;英文/拉丁文：Oseltamivir Phosphate for Suspension,HJ20210075,中文名称：无;英文名称：Hetero Labs Limited,"Unit-V, Sy. No.439,440,441&458,TSIIC Formulation SEZ,Polepally Village,Jadcherla Mandal, Mahaboobnagar District, Telangana state, India.",中文名称：无;英文名称：Hetero Labs Limited,"Unit-V, Sy. No.439,440,441&458,TSIIC Formulation SEZ,Polepally Village, Jadcherla Mandal, Mahaboobnagar District, Telangana state, India.",熙德隆药业（北京）有限公司,北京市朝阳区望京东园四区6号楼27层2701号05,由Hetero Labs Limited生产的磷酸奥司他韦干混悬剂0.36g己于2021年10月26日获国家局批准上市，现拟将境外生产药品注册代理机构由“深圳市贝美药业有限公司”变更为“熙德隆药业(北京)有限公司”。,2025-07-26,国家药品监督管理局药品审评中心,已备案
国备2025001972,中文：阿达帕林凝胶;英文/拉丁文：Adapalene Gel,国药准字HJ20160022,中文名称：/;英文名称：Galderma International,"La Defense 4 Tour Europlaza, 20 Avenue Andre Prothin, Paris La Defense Cedex, 92927, France",中文名称：/;英文名称：Laboratoires Galderma,"Zone Industrielle Montdesir, Alby Sur Cheran, 74540, France",科医国际贸易（上海）有限公司,中国（上海）自由贸易试验区基隆路1号汤臣国际贸易大楼2017室,原料药厂商Finorga S.A.S.生产的阿达帕林原料药有效期从36个月延长至60个月。,2025-08-13,国家药品监督管理局药品审评中心,已备案
