备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,代理机构,代理机构地址,备案内容,备案日期,备案机关,备注,注
国备2025001134,中文：塞普替尼胶囊;英文/拉丁文：Selpercatinib Capsules,国药准字HJ20220078,中文名称：——;英文名称：Eli Lilly Nederland B.V.,"Papendorpseweg 83, 3528 BJ Utrecht, the Netherlands","中文名称：——;英文名称：Lilly del Caribe, Inc.","12.6 KM 65th Infantry Road(PR01), Carolina, Puerto Rico (PR) 00985, USA",礼来苏州制药有限公司,苏州工业园区方中街109号,申请将本品有效期从24个月延长到36个月，并同步将本品的“药品说明书”及“药品注册标准（标准号：JX20220104）”中的【有效期】更新为36个月。,2025-05-23,国家药品监督管理局药品审评中心,已备案
国备2025002870,中文：盐酸乐卡地平片;英文/拉丁文：Lercanidipine Hydrochloride Tablets,国药准字HJ20160257,中文名称：-----;英文名称：Recordati S.P.A.,"Via M. Civitali, 1-20148 Milano, Italy",中文名称：-----;英文名称：Recordati S.P.A.,"Via M. Civitali, 1-20148 Milano, Italy",仙桃市先锋医药有限公司,仙桃市仙源大道120号,根据《已上市化学药品药学变更研究技术指导原则（试行）》，变更制剂处方中的辅料：变更薄膜包衣预混剂中各组分的鉴别方法，质量控制水平不降低。,2025-11-06,国家药品监督管理局药品审评中心,已备案
国备2025002868,中文：盐酸乐卡地平片;英文/拉丁文：Lercanidipine Hydrochloride Tablets,国药准字HJ20160269 国药准字HJ20160258,中文名称：-----;英文名称：Recordati S.P.A.,"Via M. Civitali, 1-20148 Milano, Italy",中文名称：-----;英文名称：Recordati S.P.A.,"Via M. Civitali, 1-20148 Milano, Italy",仙桃市先锋医药有限公司,仙桃市仙源大道120号,根据《已上市化学药品药学变更研究技术指导原则（试行）》，变更制剂处方中的辅料：变更薄膜包衣预混剂中各组分的鉴别方法，质量控制水平不降低。,2025-11-06,国家药品监督管理局药品审评中心,已备案
国备2025000595,中文：匹妥布替尼片;英文/拉丁文：Pirtobrutinib Tablets,国药准字HJ20240116,中文名称：Eli Lilly Nederland B.V.;英文名称：Eli Lilly Nederland B.V.,"Papendorpseweg 83, 3528 BJ Utrecht, The Netherlands","中文名称：Lilly del Caribe,Inc.;英文名称：Lilly del Caribe,Inc.","12.6 KM 65th Infantry Road (PR01) Carolina, Puerto Rico (PR) 00985 USA",礼来苏州制药有限公司,苏州工业园区方中街109号,【注意事项】项下女性采取有效的避孕措施时间由“末次给药后1周内”改为更严格的“末次给药后5周内”。,2025-03-28,国家药品监督管理局药品审评中心,已备案
国备2025000593,中文：匹妥布替尼片;英文/拉丁文：Pirtobrutinib Tablets,国药准字HJ20240117,中文名称：Eli Lilly Nederland B.V.;英文名称：Eli Lilly Nederland B.V.,"Papendorpseweg 83, 3528 BJ Utrecht, The Netherlands","中文名称：Lilly del Caribe,Inc.;英文名称：Lilly del Caribe,Inc.","12.6 KM 65th Infantry Road (PR01) Carolina, Puerto Rico (PR) 00985 USA",礼来苏州制药有限公司,苏州工业园区方中街109号,【注意事项】项下女性采取有效的避孕措施时间由“末次给药后1周内”改为更严格的“末次给药后5周内”。,2025-03-28,国家药品监督管理局药品审评中心,已备案
Y国备2025000039,中文：泊沙康唑;英文/拉丁文：Posaconazole,Y20210000056,"中文名称：Honour Lab Limited, Unit-III;英文名称：Honour Lab Limited, Unit-III","Plot No: 4, Hetero Infrastructure SEZ Ltd, N. Narasapuram village, Nakkapalli Mandal, Anakapalli District, Andhra Pradesh, India, 531081","中文名称：Honour Lab Limited, Unit-III;英文名称：Honour Lab Limited, Unit-III","Plot No: 4, Hetero Infrastructure SEZ Ltd, N. Narasapuram village, Nakkapalli Mandal, Anakapalli District, Andhra Pradesh, India, 531081",熙德隆药业（北京）有限公司,北京市朝阳区望京东园四区6号楼27层2701号05,"1、变更注册代理地址：由“北京市朝阳区阜通东大街1号院3号楼8层3单元130906”变更为“北京市朝阳区望京东园四区6号楼27层2701号05”；
2、变更批量：增加成品和中间体PZL-III&PZL-IV生产批量（原批准的2倍）、各生产阶段新增设备；
3、变更生产工艺：1）起始物料TCC供应商变更：由“廊坊高博京邦制药有限公司”变更为“甘肃皓天医药科技有限责任公司”；2）增强过程控制：PZL-V阶段过程控制“水分”限度由不得过0.70%收紧至不得过0.50%；",2025-01-14,国家药品监督管理局药品审评中心,经审查，备案事项3不符合备案要求，请申请人按照《已上市化学药品药学变更研究技术指导原则（试行）》完善后重新递交备案类变更。
Y国备2025001182,中文：盐酸羟甲唑啉;英文/拉丁文：Oxymetazoline Hydrochloride,Y20170002216,中文名称：无;英文名称：CTX Life Sciences Pvt. Ltd.,"Block No. 251/P, 252/P, 253 to 255, 256/P, 258/P, 276/P, 277, 278/P, 279 To 282, 283/P, 284/P, GIDC, City: SACHIN, Dist. SURAT GUJARAT STATE, INDIA",中文名称：无;英文名称：CTX Life Sciences Pvt. Ltd.,"Block No. 251/P, 252/P, 253 to 255, 256/P, 258/P, 276/P, 277, 278/P, 279 To 282, 283/P, 284/P, GIDC, City: SACHIN, Dist. SURAT GUJARAT STATE, INDIA",山东国茂企业管理有限公司,山东省青岛市市北区南京路377号,"1.变更生产设备，原料药杂质谱和关键理化性质不变
2.变更起始物料质量标准和分析方法，起始物料的质量控制水平不降低
3.新增额外的成品放行分析方法，与批准的方法等效，原批准的注册标准不变",2025-05-24,国家药品监督管理局药品审评中心,已备案
国备2025001294,中文：苯甲酸阿格列汀片;英文/拉丁文：Alogliptin Benzoate Tablets,国药准字HJ20130549,中文名称：/;英文名称：Takeda Pharmaceutical Company Limited,"1-1, Doshomachi 4-chome, Chuo-ku, Osaka 540-8645, Japan",中文名称：/;英文名称：Takeda Ireland Limited,"Bray Business Park, Kilruddery, Co.Wicklow, Ireland",杭州中美华东制药有限公司,杭州市莫干山路866号祥符桥,苯甲酸阿格列汀片（规格：按 C18H21N5O2计，12.5mg）药品注册代理机构变更为杭州中美华东制药有限公司（社会信用代码：91330100609120774J）。,2025-06-05,国家药品监督管理局药品审评中心,已备案
国备2025000301,中文：地西泮鼻喷雾剂;英文/拉丁文：Diazepam Nasal Spray,国药准字HJ20230067,"中文名称：/;英文名称：Neurelis, Inc.","3430 Carmel Mountain Rd, Suite 300, San Diego, CA 92121 United States of America","中文名称：/;英文名称：Renaissance Lakewood, LLC","1200 Paco Way, Lakewood, NJ 08701 United States of America",深圳市康哲药业有限公司,深圳市南山区南头街道大新路198号马家龙创新大厦B座6-8楼,（1）在本品原装进口与分包装说明书中【境内联系人】项下增加：质量投诉与咨询电话号码：0755-82416868。（2）变更本品说明书中分包装企业的电话号码与传真号码。,2025-02-28,国家药品监督管理局药品审评中心,已备案
国备2025000300,中文：地西泮鼻喷雾剂;英文/拉丁文：Diazepam Nasal Spray,国药准字HJ20230065,"中文名称：/;英文名称：Neurelis, Inc.","3430 Carmel Mountain Rd, Suite 300, San Diego, CA 92121 United States of America","中文名称：/;英文名称：Renaissance Lakewood, LLC","1200 Paco Way, Lakewood, NJ 08701 United States of America",深圳市康哲药业有限公司,深圳市南山区南头街道大新路198号马家龙创新大厦B座6-8楼,（1）在本品原装进口与分包装说明书中【境内联系人】项下增加：质量投诉与咨询电话号码：0755-82416868。（2）变更本品说明书中分包装企业的电话号码与传真号码。,2025-02-28,国家药品监督管理局药品审评中心,已备案
Y国备2025000033,中文：右佐匹克隆;英文/拉丁文：Eszopiclone,Y20170000418,中文名称：/;英文名称：Centaur Pharmaceuticals Private Limited,"Centaur Pharmaceuticals Private Limited Centaur House, Shanti Nagar, Near Grand Hyatt, Vakola, Santacruz(East), India-400 055, Mumbai, Maharashtra",中文名称：/;英文名称：Centaur Pharmaceuticals Private Limited,"Plot No. 75,76,76/1 & 74, Chikhloli MIDC, Ambernath (West), Thane 421501 Maharashtra State, India",上海佰利源医药科技有限公司,上海市闵行区颛兴东路1277弄54号402室,"将生产地址由“Plot No. 75,76&76/1 Chikhloli MIDC, Ambernath(West), Thane 421501, Maharashtra State, India”变更为“Plot No. 75,76,76/1 & 74, Chikhloli MIDC, Ambernath (West), Thane 421501 Maharashtra State, India”。",2025-01-11,国家药品监督管理局药品审评中心,已备案
国备2025000373,中文：莫格利珠单抗注射液;英文/拉丁文：Mogamulizumab Injection,国药准字SJ20220018,"中文名称：无;英文名称：Kyowa Kirin Co., Ltd.","1-9-2 Otemachi, Chiyoda-ku, Tokyo, Japan ","中文名称：无;英文名称：Otsu Pharmaceuticals Plant, TOYOBO CO., LTD.","2-1-1, Katata, Otsu, Shiga 520-0292 Japan",协和麒麟（中国）制药有限公司,中国（上海）自由贸易试验区龙东大道970号,"1）根据境外证明文件，规范制剂生产企业名称及地址，生产企业名称从Toyobo Company Limited, Otsu Pharmaceutical Plant修正为Otsu Pharmaceuticals Plant, TOYOBO CO., LTD.，生产企业地址从1-1 Katata-2-Chome, Otsu-Shi, Shiga, 520-0292, Japan修正为2-1-1, Katata, Otsu, Shiga 520-0292 Japan，不涉及实际主体及地址变更。同时更新本品说明书、标签、药品注册标准、制造及检定规程上的相应内容。
2）制剂生产中同等设备的替换，同时更新“制造及检定规程”的相应内容。",2025-03-06,国家药品监督管理局药品审评中心,已备案
Y国备2025001330,中文：愈创甘油醚;英文/拉丁文：Guaifenesin,Y20200001231,中文名称：/;英文名称：Synthokem Labs Private Limited,"Unit-II, Plot No: 222 to 224 & 235 to 237, Phase-II, IDA, Pashamylaram,Patancheru Mandal, Sangareddy District-502319, Telangana State, India.",中文名称：/;英文名称：Synthokem Labs Private Limited,"Unit-II, Plot No: 222 to 224 & 235 to 237, Phase-II, IDA, Pashamylaram,Patancheru Mandal, Sangareddy District-502319, Telangana State, India.",上海佰利源医药科技有限公司,上海市闵行区颛兴东路1277弄54号402室,1. 包装规格由“1kg/桶。5kg/桶。25kg/桶”变更为“1kg/桶。5kg/桶。25kg/桶。50kg/桶”。2. 延长效期至60月,2025-06-07,国家药品监督管理局药品审评中心,已备案
国备2025002893,中文：注射用曲普瑞林;英文/拉丁文：Triptorelin for Injection,国药准字HJ20140123,中文名称：无;英文名称：Ferring GmbH,"Wittland 11, 24109 Kiel, Germany",中文名称：无;英文名称：Ferring GmbH,"Wittland 11, 24109 Kiel, Germany",辉凌医药咨询（上海）有限公司,上海市虹口区公平路168号31层,变更制剂的原料药内控标准：申请删除原料药醋酸曲普瑞林（已登记，状态为A）内控标准中的鉴别检查项目：比旋光度（SOR）。,2025-11-11,国家药品监督管理局药品审评中心,已备案
Y国备2025000653,中文：舒更葡糖钠;英文/拉丁文：Sugammadex sodium,Y20180001447,中文名称：Medichem Manufacturing（Malta）Ltd;英文名称：Medichem Manufacturing（Malta）Ltd,HF61 Hal Far Industrial Estate，Birzebbugia BBG3000，Malta,中文名称：Medichem Manufacturing（Malta）Ltd;英文名称：Medichem Manufacturing（Malta）Ltd,HF61 Hal Far Industrial Estate，Birzebbugia BBG3000，Malta,北京安森博医药科技有限公司,北京市朝阳区望京街10号院2号楼12层1207,"变更包装规格：增加包装规格：“ 10kg/桶,15kg/桶,20kg/桶,25kg/桶”
变更有效期：延长有效期为60个月",2025-04-03,国家药品监督管理局药品审评中心,"经审查，不同意延长效期至60个月备案事项。理由如下：根据《已上市化学药学变更研究技术指导原则（试行）》，持有人应提供3批样品的长期稳定性考察数据，延长药品有效期不应超过长期稳定性试验已完成时间。本次变更提供的稳定性研究数据考察项目不全面，提供的稳定性研究数据不充分，不足以支持本品有效期的变更。 取消延长效期至60个月备案事项。注：持有人如再次递交备案时，应首先按本品注册标准及时修订稳定性考察方案,在此基础上提供3批商业化批量样品全面系统的稳定性研究数据。并请关注，延长药品有效期不应超过长期稳定性试验已完成时间。"
国备2025002027,中文：盐酸哌甲酯缓释片;英文/拉丁文：Methylphenidate Hydrochloride Extended-Release Tablets,国药准字HJ20225002,"中文名称：Janssen Pharmaceuticals, Inc.;英文名称：Janssen Pharmaceuticals, Inc.","1125 Trenton-Harbourton Road, Titusville, NJ 08560 United States of America","中文名称：Janssen-Cilag Manufacturing, LLC;英文名称：Janssen-Cilag Manufacturing, LLC","State Road 933, KM 0.1, Mamey Ward, Gurabo, PUERTO RICO 00778, United States (USA)",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,根据《中国药典》2025年版及药典实施公告2025年第32号文，申请将本品原注册标准中药典年份的文字性描述更新为2025年版药典年份，不涉及检验方法和限度的变更，注册标准其他内容不变。,2025-08-20,国家药品监督管理局药品审评中心,已备案
国备2025001742,中文：肠内营养粉剂(AA);英文/拉丁文：Enteral Nutritional Powder(AA),国药准字HJ20160478 国药准字HJ20160479,"中文名称：EA制药株式会社;英文名称：EA Pharma Co., Ltd.","1-1,Irifune 2-chome,Chuo-ku,Tokyo,Japan","中文名称：EA制药株式会社福岛工厂;英文名称：EA Pharma Co., Ltd.Fukushima Plant","103-1,Shirasakaushishimizu,Shirakawa-shi,Fukushima,Japan",深圳万和制药有限公司,深圳市光明新区凤凰街道汇通路7号万和科技大厦,1、说明书包装项增加包材信息；2、说明书增加境内责任人信息。,2025-07-15,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
Y国备2025000506,中文：瑞格列奈;英文/拉丁文：Repaglinide,Y20200001261,中文名称：无;英文名称：Chromo Laboratories India Private Limited,"Plot No. 43 & 44, IDA, Phase-II, Pashamylaram, Patancheru Mandal, Sangareddy District, Telangana State, India.",中文名称：无;英文名称：Chromo Laboratories India Private Limited,"Plot No. 43 & 44, IDA, Phase-II, Pashamylaram, Patancheru Mandal, Sangareddy District, Telangana State, India.",上海佰利源医药科技有限公司,上海市闵行区颛兴东路1277弄54号402室,1. 药品标签增加企业商标。2. 效期由48个月延长至60个月。,2025-03-20,国家药品监督管理局药品审评中心,已备案
国备2025002987,中文：注射用高纯度尿促性素;英文/拉丁文：Highly Purified Menotrophin for Injection,国药准字HJ20181224,中文名称：/;英文名称：Ferring GmbH,"Wittland 11, 24109 Kiel, Germany",中文名称：/;英文名称：Ferring GmbH,"Wittland 11, 24109 Kiel, Germany",辉凌医药咨询（上海）有限公司,上海市虹口区公平路168号31层,申请在已批准的生产厂内新增注射用高纯度尿促性素冻干生产线，其处方组成、质量标准与现获批冻干生产线生产的产品保持一致。新增生产线合并以下微小和中等变更：1）批量的微小变化；2）除菌过滤器形状变化，材质和孔径保持不变；3）新增西林瓶供应商，该西林瓶已登记且状态为A，玻璃材质，西林瓶质量标准和尺寸与已批准的西林瓶完全相同;,2025-11-20,国家药品监督管理局药品审评中心,已备案
国备2025000358,中文：帕利哌酮缓释片;英文/拉丁文：Paliperidone Extended-Release Tablets,国药准字HJ20220014,中文名称：/;英文名称：Sun Pharmaceutical Industries Limited,"Sun House, Plot No. 201 B/1, Western Express Highway, Goregaon (E), Mumbai, Maharashtra 400063 INDIA",中文名称：/;英文名称：Sun Pharmaceutical Industries Limited,"Survey No. 1012, Dadra, U.T. of Dadra and Nagar Haveli and Daman and Diu 396193 INDIA",深圳市康哲生物科技有限公司,深圳市南山区南头街道马家龙社区南山大道3186号莲花广场B栋801,"1.本品的生产地址信息描述由“Survey No. 259/15, Dadra, Union Territory of Dadra and Nagar Haveli 396191 INDIA”变更为“Survey No. 1012, Dadra, U.T. of Dadra and Nagar Haveli and Daman and Diu 396193 INDIA”，本品的生产企业和生产场地实际上未发生变更。
2.在本品的说明书和包装标签上，增加商标“利都”。
3.根据国家药监局关于发布《境外药品上市许可持有人指定境内责任人管理暂行规定》的公告（2024年第137号），指定本品境内责任人为“天津康哲维盛医药科技发展有限公司”，并删除说明书中【境内联系人】部分信息，新增【境内责任人】信息，含名称、地址、联系方式。
4.为了与CDE原辅包登记平台的登记信息一致，本品的辅料“白色欧巴代”、“黄色欧巴代”的名称规范为“薄膜包衣预混剂（胃溶型）”，所用辅料实际未发生变更。
根据上述变更，对本品的生产工艺信息表、说明书和包装标签进行相应修订。",2025-03-06,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025000139,中文：酒石酸西尼必利片;英文/拉丁文：Cinitapride Hydrogen Tartrate Tablets,国药准字HJ20160477,"中文名称：/;英文名称：ALMIRALL, S. A.","Ronda General Mitre, 151 08022 BARCELONA SPAIN","中文名称：/;英文名称：INDUSTRIAS FARMACÉUTICAS ALMIRALL, S. A.","Ctra. de Martorell, 41-61–08740 Sant Andreu de la Barca–Barcelona (Spain)",深圳市康哲生物科技有限公司,深圳市南山区南头街道马家龙社区南山大道3186号莲花广场B栋801,申请境外生产药品酒石酸西尼必利片的大包装产品（包装规格：100000片/桶）在国内分包装。分包装规格：10片/板×2板/盒，分包装企业名称：康哲（湖南）制药有限公司，分包装企业地址：湖南省澧县澧阳街道办事处澹阳居委会临江西路7号。同步修订国内分包装产品的包装标签及说明书。,2025-01-28,国家药品监督管理局药品审评中心,已备案
国备2025000078,中文：酒石酸西尼必利片;英文/拉丁文：Cinitapride Hydrogen Tartrate Tablets,国药准字HJ20160477,"中文名称：/;英文名称：ALMIRALL, S. A.","Ronda General Mitre, 151 08022 BARCELONA SPAIN","中文名称：/;英文名称：INDUSTRIAS FARMACÉUTICAS ALMIRALL, S. A.","Ctra. de Martorell, 41-61–08740 Sant Andreu de la Barca–Barcelona (Spain)",深圳市康哲生物科技有限公司,深圳市南山区南头街道马家龙社区南山大道3186号莲花广场B栋801,本次申请本品增加大包装（包装规格：100000片/桶），该大包装仅供康哲（湖南）制药有限公司分包装生产使用。,2025-01-21,国家药品监督管理局药品审评中心,已备案
Y国备2025000907,中文：盐酸美金刚;英文/拉丁文：Memantine Hydrochloride,Y20190001079,中文名称：/;英文名称：Tianish Laboratories Private Limited,"Plot No.564/A/22, Road No. 92, Jubilee Hills, Film Nagar, Shaikpet, Hyderabad-500096, Telangana, India.",中文名称：/;英文名称：Tianish Laboratories Private Limited(Unit-8),"G. Chowdavaram Village, Poosapatirega Mandal, Vizianagaram District-535204, Andhra Pradesh, India",泊诺（天津）创新医药研究有限公司,天津自贸试验区（东疆保税港区）呼伦贝尔路426号铭海中心4号楼-3、7-901 （存在多址信息）,"1. 申请人公司名称由“Mylan Laboratories Limited(Unit-8)”变更为“Tianish Laboratories Private Limited”。 
2. 申请人公司地址由“G. Chowdavaram Village, Poosapatirega Mandal, Vizianagaram District-535204, Andhra Pradesh, India”变更为“Plot No. 564/A/22, Road No. 92, Jubilee Hills, Film Nagar, Shaikpet, Hyderabad-500096, Telangana, India.”。 
3. 生产厂公司名称由“Mylan Laboratories Limited(Unit-8)”变更为“Tianish Laboratories Private Limited(Unit-8)”。 
4. 注册代理公司地址更新为“天津自贸试验区（东疆保税港区）呼伦贝尔路426号铭海中心4号楼-3、7-901（存在多址信息）”。",2025-04-29,国家药品监督管理局药品审评中心,已备案
