备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,代理机构,代理机构地址,备案内容,备案日期,备案机关,备注,注
国备2025002558,中文：甲苯磺酸艾多沙班片;英文/拉丁文：Edoxaban Tosilate Tablets,国药准字HJ20180097,中文名称：/;英文名称：Daiichi Sankyo Europe GmbH,"Zielstattstrasse 48, 81379 Munich, Germany",中文名称：/;英文名称：Daiichi Sankyo Europe GmbH,"Luitpoldstrasse 1, 85276 Pfaffenhofen, Bayern, Germany",第一三共（中国）投资有限公司,中国（上海）自由贸易试验区居里路500号3幢,"本品原料药甲苯磺酸艾多沙班（Daiichi Sankyo Co., Ltd. Onahama Plant）的有效期延长至60个月",2025-09-30,国家药品监督管理局药品审评中心,已备案
国备2025002287,中文：人血白蛋白;英文/拉丁文：Human Albumin,国药准字SJ20210028,中文名称：无;英文名称：Bio Products Laboratory Limited,"Dagger Lane, Elstree, Borehamwood, WD63BX, United Kingdom",中文名称：无;英文名称：Bio Products Laboratory Limited,"Dagger Lane, Elstree, Borehamwood, WD63BX, United Kingdom",杭州健生医药有限公司,浙江省杭州市上城区泛海国际中心1幢2001室、2002室、2003室、2004室,以引入一种新的UHPLC测定柠檬酸盐的方法。在原液的生产过程中，柠檬酸盐作为离线过程中QC测试的一部分进行测试。目前，该方法主要由高效液相色谱法和紫外检测法组成。,2025-09-11,国家药品监督管理局药品审评中心,已备案
国备2025002288,中文：人血白蛋白;英文/拉丁文：Human Albumin,国药准字SJ20210027,中文名称：无;英文名称：Bio Products Laboratory Limited,"Bio Products Laboratory Limited, Dagger Lane, Elstree, Borehamwood, WD6 3BX, United Kingdom",中文名称：无;英文名称：Bio Products Laboratory Limited,"Bio Products Laboratory Limited, Dagger Lane, Elstree, Borehamwood, WD6 3BX, United Kingdom",杭州健生医药有限公司,浙江省杭州市上城区泛海国际中心1幢2001室、2002室、2003室、2004,以引入一种新的UHPLC测定柠檬酸盐的方法。在原液的生产过程中，柠檬酸盐作为离线过程中QC测试的一部分进行测试。目前，该方法主要由高效液相色谱法和紫外检测法组成。,2025-09-11,国家药品监督管理局药品审评中心,已备案
Y国备2025002551,中文：盐酸伊立替康;英文/拉丁文：Irinotecan Hydrochloride,Y20170000647,中文名称：Fermion Oy;英文名称：Fermion Oy,"Koivu-Mankkaantie 6 A, FI-02200 Espoo, Finland",中文名称：Fermion Oy;英文名称：Fermion Oy,"Laaketehtaantie 2, FI-90660 Oulu, Finland",广州安信医药有限公司,广州市黄埔区科学城揽月路80号科技创新基地D区第6层610-612单元、614-616单元,将本品的注册代理机构广州安信医药有限公司的注册地址由“广州高新技术产业开发区科学城揽月路80号科技创新基地D区第6层614-616单元”变更为“广州市黄埔区科学城揽月路80号科技创新基地D区第6层610-612单元、614-616单元”。,2025-09-30,国家药品监督管理局药品审评中心,已备案
国备2025002304,中文：沙美特罗替卡松吸入粉雾剂;英文/拉丁文：Salmeterol Xinafoate and Fluticasone Propionate Powder for Inhalation,国药准字HJ20250077,中文名称：西普拉制药有限公司;英文名称：M/s. Cipla Limited,"Plot no. 9 & 10, Indore Special Economic Zone, Phase – II, Pithampur, Dist. Dhar, Pin code 454775, Madhya Pradesh, India",中文名称：西普拉制药有限公司;英文名称：M/s. Cipla Limited,"Plot no. 9 & 10, Indore Special Economic Zone, Phase – II, Pithampur, Dist. Dhar, Pin code 454775, Madhya Pradesh, India",深圳市泛谷药业股份有限公司,深圳市南山区桃源街道长源社区学苑大道1001号南山智园D2栋1502-1506,沙美特罗替卡松吸入粉雾剂所用原料药“昔萘酸沙美特罗”有效期由“24个月”变更为“60个月”，同时对生产工艺信息表中附件五昔萘酸沙美特罗的有效期项进行相应修订。,2025-09-12,国家药品监督管理局药品审评中心,已备案
国备2025002948,中文：依折麦布片;英文/拉丁文：Ezetimibe Tablets,国药准字HJ20160181,中文名称：不适用;英文名称：ORGANON SINGAPORE PTE. LTD.,"150 Beach Road, #36-01/08 Gateway West, Singapore 189720",中文名称：不适用;英文名称：MSD INTERNATIONAL GMBH (SINGAPORE BRANCH),70 Tuas West Drive Singapore 638414,欧加隆（上海）医药科技有限公司,中国（上海）自由贸易试验区东育路255弄4号A栋5层503单元（名义楼层，实际楼层4层）,根据更新版美国药典，拟修订依折麦布原料药质量标准中旋光度检查的温度范围，并删除重金属检查项。,2025-11-15,国家药品监督管理局药品审评中心,已备案
国备2025002279,中文：盐酸曲恩汀胶囊;英文/拉丁文：Trientine Hydrochloride Capsules,国药准字HJ20240064,中文名称：无;英文名称：MSN Laboratories Private Limited,"Plot No. C-24, Industrial Estate, Sanath Nagar, Hyderabad, Telangana 500018 INDIA",中文名称：无;英文名称：MSN Laboratories Private Limited,"Formulations Division, Unit-Ⅱ, Survey No.1277 & 1319 to 1324, Nandigama (Village & Mandal), Rangareddy District, Telangana 509228 INDIA.",珠海津之敦医药科技有限公司,珠海市高新区唐家湾镇港湾大道科技一路10号副楼四层A1区,"说明书中将境内联系人修订为境内责任人的信息；
药盒标签中不再保留境内联系人；
药盒标签和瓶签上增加生产厂家的生产许可证编号。",2025-09-10,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025002341,中文：盐酸特比萘芬乳膏;英文/拉丁文：Terbinafine Hydrochloride Cream,国药准字HJ20170082,中文名称：/;英文名称：Karo Healthcare AB,"Box 16184, 103 24 Stockholm, Sweden",中文名称：/;英文名称：Haleon CH SARL,"Route de l'Etraz 1260 Nyon, Switzerland",精鼎医药研究开发（上海）有限公司,中国（上海）自由贸易试验区商城路506号10层ABC单元,"1. 根据国家药监局关于实施2025年版《中华人民共和国药典》有关事宜的公告（2025年第32号）要求，将本品注册质量标准中引用中国药典的分析方法的药典版本变更为“中国药典2025年版”。
2. 按照国备2024000286，更新注册标准中的生产厂名称，实际生产厂主体不变。
详细变更内容见申报资料。",2025-09-17,国家药品监督管理局药品审评中心,已备案
国备2025002340,中文：盐酸特比萘芬乳膏;英文/拉丁文：Terbinafine Hydrochloride Cream,国药准字HJ20170081,中文名称：/;英文名称：Karo Healthcare AB,"Box 16184, 103 24 Stockholm, Sweden",中文名称：/;英文名称：Haleon CH SARL,"Route de l'Etraz 1260 Nyon, Switzerland",精鼎医药研究开发（上海）有限公司,中国（上海）自由贸易试验区商城路506号10层ABC单元,"1. 根据国家药监局关于实施2025年版《中华人民共和国药典》有关事宜的公告（2025年第32号）要求，将本品注册质量标准中引用中国药典的分析方法的药典版本变更为“中国药典2025年版”。 
2. 按照国备2024000287，更新注册标准中的生产厂名称，实际生产厂主体不变。
详细变更内容见申报资料。",2025-09-17,国家药品监督管理局药品审评中心,已备案
国备2025002308,中文：特立氟胺片;英文/拉丁文：Teriflunomide Tablets,国药准字HJ20250086,中文名称：----;英文名称：Aurobindo Pharma Limited,"Galaxy, Floors: 22-24, Plot No. 1, Survey No. 83/1, Hyderabad KnowledgeCity, Raidurg Panmaktha, RangaReddyDistrict, Hyderabad, Telangana 500032 INDIA",中文名称：----;英文名称：Aurobindo Pharma Limited,"Unit VII, SEZ, TSIIC, Plot No. S1, Survey Nos: 411/P, 425/P, 434/P, 435/P & 458/P, Green Industrial Park, Polepally Village, Jedcherla Mandal, Mahaboobnagar District, Telangana INDIA",安若维他药业泰州有限公司,泰州市医药高新区祥泰路196号,完善本品注册标准和放行标准中性状描述，增加“压印”描述，产品实际性状未发生变化。,2025-09-12,国家药品监督管理局药品审评中心,已备案
Y国备2025002525,中文：盐酸米那普仑;英文/拉丁文：Milnacipran Hydrochloride,Y20190000779,中文名称：Hetero Labs Limited;英文名称：Hetero Labs Limited,"7-2-A2, Hetero Corporate, Industrial Estates, Sanath Nagar, Hyderabad-500018, India","中文名称：Hetero Labs Limited, Unit-I;英文名称：Hetero Labs Limited, Unit-I","Sy.No.10, I.D.A., Gaddapotharam Village, Jinnaram Mandal, Sangareddy District, Telangana State, India.",熙德隆药业（北京）有限公司,北京市朝阳区望京东园四区6号楼27层2701号05,"1. 注册代理机构注册地址变更：由“北京市朝阳区阜通东大街1号院3号楼8层3单元130906”变更为“北京市朝阳区望京东园四区6号楼27层2701号05”；
2. 设备变更：高级中间体PBH生产阶段设备变更；
3. MCH-III阶段，调整Candy过滤器与盘式过滤器的使用顺序。",2025-09-29,国家药品监督管理局药品审评中心,已备案
国备2025002416,中文：贝美前列素滴眼液;英文/拉丁文： Bimatoprost Ophthalmic Solution,国药准字HJ20150484,中文名称：AbbVie Deutschland GmbH & Co. KG;英文名称：AbbVie Deutschland GmbH & Co. KG,"Knollstrasse, 67061 Ludwigshafen, Germany",中文名称：Allergan Pharmaceuticals Ireland;英文名称：Allergan Pharmaceuticals Ireland,"Castlebar Road, Westport, County Mayo, Ireland",艾伯维医药贸易（上海）有限公司,中国（上海）自由贸易试验区富特北路458号4层418部位,按照中国药典2025版的要求更新该产品的注册标准，将注册标准中提到的中国药典方法由2020版直接更新为2025版，此变更不涉及药品处方、原辅料来源、生产工艺的变化。,2025-09-24,国家药品监督管理局药品审评中心,已备案
国备2025002346,中文：人粒细胞刺激因子注射液;英文/拉丁文：Human Granulocyte Colony-stimulating Factor Injection,国药准字SJ20171033,"中文名称：/;英文名称：Kyowa Kirin Co., Ltd.","1-9-2 Otemachi, Chiyoda-ku, Tokyo, Japan",中文名称：/;英文名称：Nipro Pharma Corporation ISE Plant,"647-240, Ureshinotengeji-cho, Matsusaka-shi, Mie 515-2302, Japan",协和麒麟（中国）制药有限公司,中国（上海）自由贸易试验区龙东大道970号,因2025版中国药典更新，而引起的标准修订。1. 根据2025版中国药典修改进口药品注册标准（JS20160094），将“按《中国药典》2020年版通则”修改为“按《中国药典》2025年版通则”，仅药典版本号变化，不涉及对应通则内容的实质变化；2）根据2025版中国药典修改进口药品注册标准（JS20160094），规范检测方法名称，将“凝胶限量法”修改为“凝胶限度法”，仅方法名称的更新，不涉及对应方法内容的实质变化。,2025-09-18,国家药品监督管理局药品审评中心,已备案
国备2025002347,中文：人粒细胞刺激因子注射液;英文/拉丁文：Human Granulocyte Colony-stimulating Factor Injection,国药准字SJ20171035,"中文名称：/;英文名称：Kyowa Kirin Co., Ltd.","1-9-2 Otemachi, Chiyoda-ku, Tokyo, Japan",中文名称：/;英文名称：Nipro Pharma Corporation ISE Plant,"647-240, Ureshinotengeji-cho, Matsusaka-shi, Mie 515-2302, Japan",协和麒麟（中国）制药有限公司,中国（上海）自由贸易试验区龙东大道970号,因2025版中国药典更新，而引起的标准修订。1. 根据2025版中国药典修改进口药品注册标准（JS20160094），将“按《中国药典》2020年版通则”修改为“按《中国药典》2025年版通则”，仅药典版本号变化，不涉及对应通则内容的实质变化；2）根据2025版中国药典修改进口药品注册标准（JS20160094），规范检测方法名称，将“凝胶限量法”修改为“凝胶限度法”，仅方法名称的更新，不涉及对应方法内容的实质变化。,2025-09-18,国家药品监督管理局药品审评中心,已备案
国备2025002348,中文：人粒细胞刺激因子注射液;英文/拉丁文：Human Granulocyte Colony-stimulating Factor Injection,国药准字SJ20171037,"中文名称：/;英文名称：Kyowa Kirin Co., Ltd.","1-9-2 Otemachi, Chiyoda-ku, Tokyo, Japan",中文名称：/;英文名称：Nipro Pharma Corporation ISE Plant,"647-240, Ureshinotengeji-cho, Matsusaka-shi, Mie 515-2302, Japan",协和麒麟（中国）制药有限公司,中国（上海）自由贸易试验区龙东大道970号,因2025版中国药典更新，而引起的标准修订。1. 根据2025版中国药典修改进口药品注册标准（JS20160094），将“按《中国药典》2020年版通则”修改为“按《中国药典》2025年版通则”，仅药典版本号变化，不涉及对应通则内容的实质变化；2）根据2025版中国药典修改进口药品注册标准（JS20160094），规范检测方法名称，将“凝胶限量法”修改为“凝胶限度法”，仅方法名称的更新，不涉及对应方法内容的实质变化。,2025-09-18,国家药品监督管理局药品审评中心,已备案
Y国备2025002318,中文：布美他尼;英文/拉丁文：Bumetanide,Y20230000563,中文名称：INDUSTRIALE CHIMICA S.R.L.;英文名称：INDUSTRIALE CHIMICA S.R.L.,"Via E H Grieg, 13 Italy-21047 Saronno, Varese",中文名称：INDUSTRIALE CHIMICA S.R.L.;英文名称：INDUSTRIALE CHIMICA S.R.L.,"Via E H Grieg, 13 Italy-21047 Saronno, Varese",广州市桐晖药业有限公司,广州市黄埔区科学大道181号1201房1203房(仅限办公),变更包装标签：1.变更版式设计；2.删除英文翻译；3. 删除内容：“包装规格”、“含量”和“总杂质”；4. 新增内容：“意大利生产”、“+39 0296426411”、“订货号”、“桶号”、“产品编码5235”、“目的地”、执行标准号“YBY67192025”和logo图案。,2025-09-13,国家药品监督管理局药品审评中心,已备案
国备2025002697,中文：屈螺酮炔雌醇片;英文/拉丁文：Drospirenone and Ethinylestradiol Tablets,国药准字HJ20210029,中文名称：----;英文名称：Abbott Healthcare Products B.V.,"C.J. van Houtenlaan 36, 1381 CP Weesp, The Netherlands","中文名称：----;英文名称：Laboratorios León Farma, S. A.","C/La Vallina s/n, Polígono Industrial Navatejera, Villaquilambre, León, 24008, Spain",意赛迪斯（上海）企业管理咨询有限公司,上海市浦东新区绿科路90号1幢401室F座,将本品的注册代理机构由“雅培贸易（上海）有限公司，地址：中国（上海）自由贸易试验区美盛路56号4号楼109部位”变更为“意赛迪斯（上海）企业管理咨询有限公司，地址：上海市浦东新区绿科路90号1幢401室F座”。,2025-10-14,国家药品监督管理局药品审评中心,已备案
