备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,代理机构,代理机构地址,备案内容,备案日期,备案机关,备注,注
国备2025000890,中文：香雷糖足膏;英文/拉丁文：无,ZC20230001,"中文名称：合一生技股份有限公司;英文名称：Oneness Biotech Co., Ltd.",台湾台北市中正区忠孝西路一段66号35楼,中文名称：合一生技股份有限公司南州厂;英文名称：无,台湾屏东县南州乡溪北村糖厂路8号,中天（上海）生物科技有限公司,上海市松江区中山街道光星路1188号,延长原料药复验期。,2025-04-28,国家药品监督管理局药品审评中心,已备案
国备2025001145,中文：米曲菌胰酶片;英文/拉丁文：Oryz-Aspergillus Enzyme And Pancreatin Tablet,国药准字HJ20191029,中文名称：/;英文名称：Bridging Pharma GmbH,"8807 Freienbach, Switzerland",中文名称：/;英文名称：Nordmark Pharma GmbH,"Pinnauallee 4, 25436 Uetersen, Germany",深圳市康哲生物科技有限公司,深圳市南山区南头街道马家龙社区南山大道3186号莲花广场B栋801,"1.本品进口大包装（36千克/桶）的药品上市许可持有人地址描述变更为“8807 Freienbach, Switzerland”，实际地址未发生变化，同时对本品大包装（36千克/桶）标签相应内容作修订。
2.本品国内分包装（20片/盒）的说明书和包装标签上药品上市许可持有人地址描述变更为“8807 Freienbach, Switzerland”。",2025-05-23,国家药品监督管理局药品审评中心,已备案
国备2025000568,中文：注射用替考拉宁;英文/拉丁文：Teicoplanin for Injection,国药准字HJ20160586 国药准字HJ20160587,中文名称：不适用;英文名称：Sanofi S.r.l.,Viale Luigi Bodio，37/b-20158 Milano，Italy,中文名称：不适用;英文名称：Sanofi S.r.l.,"Via VALCANELLO, 4-03012 ANAGNI (FROSINONE)，ITALY",赛诺菲（中国）投资有限公司,北京市朝阳区建国路112号7层,申请在赛诺菲（北京）制药有限公司继续分包装本品：装盒、装说明书，分包装规格为：1瓶/盒。,2025-03-27,国家药品监督管理局药品审评中心,已备案
Y国备2025001027,中文：苯磺酸氨氯地平;英文/拉丁文：Amlodipine Besylate,Y20220000548,中文名称：无;英文名称：Viatris Specialty LLC,"3711 Collins Ferry Road, Morgantown, WV 26505, United States of America",中文名称：无;英文名称：Pfizer Asia Manufacturing Pte Ltd,31 TUAS SOUTH AVENUE 6 SINGAPORE 637578,晖致制药（大连）有限公司,辽宁省大连经济技术开发区大庆路22号,1. 纠正有关物质I检测的溶液配制的浓度。将注册标准YBY60922025中有关物质I检测中溶液配制“取本品适量，加甲醇溶解并稀释制成每1ml中含70mg的溶液，作为供试品溶液；精密量取适量，用甲醇稀释制成每1ml中分别含0.21mg和0.07mg氨氯地平的溶液，作为对照溶液（1）和（2）。”修订为“取本品适量，加甲醇溶解并稀释制成每1ml中含70mg苯磺酸氨氯地平的溶液，作为供试品溶液；精密量取适量，用甲醇稀释制成每1ml中分别含0.21mg和0.07mg苯磺酸氨氯地平的溶液，作为对照溶液（1）和（2）。”2.有关物质I项下增加备注“注：杂质斑点按照更清晰更深的波长（例如366nm）下的结果进行报告。”,2025-05-15,国家药品监督管理局药品审评中心,已备案
国备2025000451,中文：达格列净片;英文/拉丁文：Dapagliflozin Tablets,国药准字HJ20240025,中文名称：西普拉制药有限公司;英文名称：M/s Cipla Ltd.,"Plot No. L-139 to L-146, Verna Industrial Estate, Verna, Goa",中文名称：西普拉制药有限公司;英文名称：M/s Cipla Ltd.,"Plot No. L-139 to L-146, Verna Industrial Estate, Verna, Goa",西普拉（中国）医药有限公司,中国（上海）自由贸易试验区张衡路1479号1幢2层203室,"1. 达格列净片10mg在原批准批量140000片与上一次备案批量645000片的基础上拟新增批量1290000片，原辅料用量根据原批准用量按比例调整。
2. 新增与新增放大批量产品匹配的生产设备，新增生产设备工作原理相同且等同。
3. 新增或更新与新增生产设备匹配的部分工艺参数。",2025-03-13,国家药品监督管理局药品审评中心,已备案
国备2025000426,中文：索米妥昔单抗注射液;英文/拉丁文：Mirvetuximab Soravtansine Injection,国药准字SJ20240044,中文名称：无;英文名称：AbbVie Inc.,"1 N. Waukegan Rd, North Chicago, IL 60064 United States of America",中文名称：无;英文名称：BSP Pharmaceuticals S.p.A.,"Via Appia KM 65,561 Latina Scalo, Latina 04013, Italy",杭州中美华东制药有限公司,浙江省杭州市拱墅区莫干山路866号祥符桥,申请境内分包装用大包装规格：324 瓶/箱，供杭州中美华东制药有限公司分包装生产用。,2025-03-12,国家药品监督管理局药品审评中心,已备案
国备2025000614,中文：重组促卵泡素β注射液;英文/拉丁文：Recombinant Follitropin Beta Injection,国药准字SJ20150066,中文名称：不适用;英文名称：N.V. Organon,"Kloosterstraat 6, 5349 AB Oss, The Netherlands",中文名称：不适用;英文名称：Vetter Pharma-Fertigung GmbH & Co. KG,"Mooswiesen 2, 88214, Ravensburg, Germany",欧加隆（上海）医药科技有限公司,中国（上海）自由贸易试验区东育路255弄4号A栋5层503单元（名义楼层，实际楼层4层）,为与生产厂实际保持一致，对CTD资料3.2.P.3.3进行CTD资料描述性变更，包括将制剂生产工艺过程控制中的“可抽取体积”描述更新为“排出体积”，并详细列明过滤器完整性测试所使用的方法。该变更只是文字编辑性变更，实际制剂生产工艺过程控制未变更。,2025-03-29,国家药品监督管理局药品审评中心,已备案
Y国备2025000696,中文：盐酸氨溴索;英文/拉丁文：Ambroxol hydrochloride,Y20170000627,中文名称：Ami Lifesciences Private Limited;英文名称：Ami Lifesciences Private Limited,"Block No.82/B,ECP ROAD, AT&POST. KARAKHADI,TAL-PADRA，City：KARAKHADI-391450，Dist: VADODARA.",中文名称：Ami Lifesciences Private Limited;英文名称：Ami Lifesciences Private Limited,"Block No.82/B,ECP ROAD, AT&POST. KARAKHADI,TAL-PADRA，City：KARAKHADI-391450，Dist: VADODARA.",北京莱瑞森医药科技有限公司,北京市朝阳区北苑东路19号院2号楼25层2508,增加第四步生产车间，在原有车间-1和车间-2基础上增加车间-9。,2025-04-08,国家药品监督管理局药品审评中心,已备案
国备2025000613,中文：重组促卵泡素β注射液;英文/拉丁文：Recombinant Follitropin Beta Injection,国药准字SJ20150065,中文名称：不适用;英文名称：N.V. Organon,"Kloosterstraat 6, 5349 AB Oss, The Netherlands",中文名称：不适用;英文名称：Vetter Pharma-Fertigung GmbH & Co. KG,"Mooswiesen 2, 88214, Ravensburg, Germany",欧加隆（上海）医药科技有限公司,中国（上海）自由贸易试验区东育路255弄4号A栋5层503单元（名义楼层，实际楼层4层）,为与生产厂实际保持一致，对CTD资料3.2.P.3.3进行CTD资料描述性变更，包括将制剂生产工艺过程控制中的“可抽取体积”描述更新为“排出体积”，并详细列明过滤器完整性测试所使用的方法。该变更只是文字编辑性变更，实际制剂生产工艺过程控制未变更。,2025-03-29,国家药品监督管理局药品审评中心,已备案
国备2025000553,中文：阿达帕林凝胶;英文/拉丁文：Adapalene Gel,国药准字HJ20160022,中文名称：/;英文名称：Galderma International,"La Defense 4 Tour Europlaza, 20 Avenue Andre Prothin, Paris La Defense Cedex, 92927, France",中文名称：/;英文名称：Laboratoires Galderma,"Zone Industrielle Montdesir, Alby Sur Cheran, 74540, France",科医国际贸易（上海）有限公司,中国（上海）自由贸易试验区基隆路1号汤臣国际贸易大楼2017室,"根据药品境外上市销售证明文件，对药品注册信息中的上市许可持有人及生产企业名称、地址进行文字性变更（不涉及实体或地址的实质性变更），并同步更新药品说明书及标签相关内容。
变更后信息如下：
上市许可持有人名称：Galderma International，地址：La Defense 4 Tour Europlaza, 20 Avenue Andre Prothin, Paris La Defense Cedex, 92927, France；生产企业名称：Laboratoires Galderma，地址：Zone Industrielle Montdesir, Alby Sur Cheran, 74540, France。",2025-03-26,国家药品监督管理局药品审评中心,已备案
国备2025000561,中文：甲磺酸达拉非尼胶囊;英文/拉丁文：Dabrafenib mesylate capsules,国药准字HJ20190067,中文名称：无;英文名称：Novartis Europharm Limited,"Vista Building, Elm Park, Merrion Road, Dublin 4, Ireland","中文名称：不适用;英文名称：Siegfried Barbera, S.L.; Novartis Pharmaceutical Manufacturing LLC","Ronda de Santa Maria,158 08210,Barberà del Vallès Barcelona Spain; Verovskova ulica 57 1000 Ljubljana Slovenia",北京诺华制药有限公司,北京市昌平区永安路31号,"本次主要申请甲磺酸达拉非尼胶囊所用原料药生产场所的相关变更，具体变更包括：1. 新增诺华工厂Novartis Pharmaceutical Manufacturing LLC （地址：Kolodvorska Cesta 27, Menges, 1234, Slovenia）作为活性物质甲磺酸达拉非尼可选的生产场所。2. 新增诺华工厂Novartis Pharmaceutical Manufacturing LLC （地址：Kolodvorska Cesta 27, Menges,1234, Slovenia）作为活性物质甲磺酸达拉非尼可选的微粉化及质量控制检测场所。3.拟定原料药生产厂（Novartis Pharmaceutical Manufacturing LLC）所适用的生产工艺的微小变更。4中间体分析方法的微小变更 5.原料药包装系统描述的文字性修订 6.其他因本次生产场地变更引起的关联变更。",2025-03-26,国家药品监督管理局药品审评中心,经审查，根据《已上市化学药品药学变更研究技术指导原则（试行）》，变更制剂所用原料药的供应商，变更后原料药尚未获得批准，按照重大变更管理，请以补充申请形式递交。取消本次备案。
国备2025000616,中文：重组促卵泡素β注射液;英文/拉丁文：Recombinant Follitropin Beta Injection,国药准字SJ20150066,中文名称：不适用;英文名称：N.V. Organon,"Kloosterstraat 6, 5349 AB Oss, The Netherlands",中文名称：不适用;英文名称：Vetter Pharma-Fertigung GmbH & Co. KG,"Mooswiesen 2, 88214, Ravensburg, Germany",欧加隆（上海）医药科技有限公司,中国（上海）自由贸易试验区东育路255弄4号A栋5层503单元（名义楼层，实际楼层4层）,为与生产厂实际操作流程及文件信息保持一致，申请对CTD资料3.2.P.7进行CTD资料描述性变更，包括压接盖和橡胶密封件生产商的名称变更及详细地址的补充，补充双层橡胶密封件的详细信息并补充橡胶密封件组件中的公差，按照之前批准信息将玻璃管生产商信息进行更新，胶塞生产商名称的变更及详细地址的补充，以及其他CTD资料描述性变更。此次递交的变更只是文字编辑性变更，实际制剂包装系统及其生产商未变更。,2025-03-29,国家药品监督管理局药品审评中心,已备案
国备2025000615,中文：重组促卵泡素β注射液;英文/拉丁文：Recombinant Follitropin Beta Injection,国药准字SJ20150065,中文名称：不适用;英文名称：N.V. Organon,"Kloosterstraat 6, 5349 AB Oss, The Netherlands",中文名称：不适用;英文名称：Vetter Pharma-Fertigung GmbH & Co. KG,"Mooswiesen 2, 88214, Ravensburg, Germany",欧加隆（上海）医药科技有限公司,中国（上海）自由贸易试验区东育路255弄4号A栋5层503单元（名义楼层，实际楼层4层）,为与生产厂实际操作流程及文件信息保持一致，申请对CTD资料3.2.P.7进行CTD资料描述性变更，包括压接盖和橡胶密封件生产商的名称变更及详细地址的补充，补充双层橡胶密封件的详细信息并补充橡胶密封件组件中的公差，按照之前批准信息将玻璃管生产商信息进行更新，胶塞生产商名称的变更及详细地址的补充，以及其他CTD资料描述性变更。此次递交的变更只是文字编辑性变更，实际制剂包装系统及其生产商未变更。,2025-03-29,国家药品监督管理局药品审评中心,已备案
国备2025000560,中文：甲磺酸达拉非尼胶囊;英文/拉丁文：Dabrafenib mesylate capsules,国药准字HJ20190066,中文名称：无;英文名称：Novartis Europharm Limited,"Vista Building, Elm Park, Merrion Road, Dublin 4, Ireland","中文名称：不适用;英文名称：Siegfried Barbera, S.L.; Novartis Pharmaceutical Manufacturing LLC","Ronda de Santa Maria,158 08210,Barberà del Vallès Barcelona Spain; Verovskova ulica 57 1000 Ljubljana Slovenia",北京诺华制药有限公司,北京市昌平区永安路31号,"本次主要申请甲磺酸达拉非尼胶囊所用原料药生产场所的相关变更，具体变更包括：1. 新增诺华工厂Novartis Pharmaceutical Manufacturing LLC （地址：Kolodvorska Cesta 27, Menges, 1234, Slovenia）作为活性物质甲磺酸达拉非尼可选的生产场所。2. 新增诺华工厂Novartis Pharmaceutical Manufacturing LLC （地址：Kolodvorska Cesta 27, Menges,1234, Slovenia）作为活性物质甲磺酸达拉非尼可选的微粉化及质量控制检测场所。3.拟定原料药生产厂（Novartis Pharmaceutical Manufacturing LLC）所适用的生产工艺的微小变更。4中间体分析方法的微小变更 5.原料药包装系统描述的文字性修订 6.其他因本次生产场地变更引起的关联变更。",2025-03-26,国家药品监督管理局药品审评中心,经审查，根据《已上市化学药品药学变更研究技术指导原则（试行）》，变更制剂所用原料药的供应商，变更后原料药尚未获得批准，按照重大变更管理，请以补充申请形式递交。取消本次备案。
Y国备2025000416,中文：酮咯酸氨丁三醇;英文/拉丁文：Ketorolac Trometamol,Y20220001043,中文名称：Dr. Reddys Laboratories Limited;英文名称：Dr. Reddys Laboratories Limited,"Chemical Technical Operations- Unit II, Plot Nos., 1, 75A, 75B, 105, 110, 111& 112, Sri Venkateswara Cooperative Industrial Estate, Bollaram (V), Jinnaram (M), Sangareddy (Dist.), 502325",中文名称：Dr. Reddys Laboratories Limited;英文名称：Dr. Reddys Laboratories Limited,"Chemical Technical Operations, Unit-II Plot Nos., 1, 75A, 75B, 105, 110, 111& 112, Sri Venkateswara Co-operative Industrial Estate, Bollaram (V), Jinnaram (M), Sangareddy (Dist.), 502325 Telangana State, India",瑞迪博士（北京）药业有限公司,北京市朝阳区建国路91号院8号楼15层1509单元,延长原料药有效期至30个月,2025-03-14,国家药品监督管理局药品审评中心,已备案
国备2025000469,中文：双氯芬酸二乙胺乳胶剂;英文/拉丁文：Diclofenac Diethylamine Emulgel,国药准字HJ20181225 国药准字HJ20181226,中文名称：Haleon Schweiz AG;英文名称：Haleon Schweiz AG,"6343 Risch, Switzerland",中文名称：Haleon CH SARL;英文名称：Haleon CH SARL,"Route de l'Etraz 1260 Nyon, Switzerland",中美天津史克制药有限公司,天津市东丽区程林庄工业区,增加制剂所用原料药供应商：河南东泰制药有限公司，同时对制剂生产商遵循的原料药内控质量标准进行相应变更。,2025-03-18,国家药品监督管理局药品审评中心,经审查，根据《已上市化学药品药学变更研究技术指导原则（试行）》，放宽或删除已批准的质控标准（包括原料药内控标准）属于重大变更，请以补充申请形式递交。取消本次备案。
国备2025000629,中文：克唑替尼胶囊;英文/拉丁文：Crizotinib Capsules,国药准字HJ20171008 国药准字HJ20171011 国药准字HJ20171012,中文名称：无;英文名称：PFIZER EUROPE MA EEIG,"Boulevard de la Plaine 17, 1050 Bruxelles, Belgium",中文名称：无;英文名称：Pfizer Manufacturing Deutschland GmbH,Mooswaldallee 1 79108 Freiburg Im Breisgau Germany,辉瑞投资有限公司,上海市南京西路1168号中信泰富广场36层,"变更当前生产厂信息，名称从 “Pfizer Manufacturing Deutschland GmbH, Betriebsstatte Freiburg”变更为“Pfizer Manufacturing Deutschland GmbH”；
地址从 “Mooswaldallee 1, 79090 Freiburg，Germany”更新为“Mooswaldallee 1 79108 Freiburg Im Breisgau Germany”",2025-04-09,国家药品监督管理局药品审评中心,已备案
Y国备2025000405,中文：苯磺顺阿曲库铵;英文/拉丁文：Cisatracurium Besilate,Y20180000004,"中文名称：无;英文名称：Farmhispania, S.A.","Passeig del Riu Besòs,9-10, Spain-08160 Montmeló, Barcelona","中文名称：无;英文名称：Farmhispania, S.A.","Passeig del Riu Besòs,9-10, Spain-08160 Montmeló, Barcelona",上海源上医药科技有限公司,上海市浦东新区天雄路588弄1-28号21幢5楼503室,变更境内代理人为“上海源上医药科技有限公司”。,2025-03-08,国家药品监督管理局药品审评中心,已备案
国备2025000868,中文：奥拉帕利片;英文/拉丁文：Olaparib Tablets,国药准字HJ20250006,中文名称：Natco Pharma Limited;英文名称：Natco Pharma Limited,"Pharma Division, Kothur (CT) (V), Kothur (M),Rangareddy (Dist.) Pin code 509228, Telangana, India.",中文名称：Natco Pharma Limited;英文名称：Natco Pharma Limited,"Pharma Division, Kothur (CT) (V), Kothur (M),Rangareddy (Dist.) Pin code 509228, Telangana, India.",瑞迪博士（北京）药业有限公司,北京市朝阳区建国路91号院8号楼15层1509单元,"1）对奥拉帕利片（规格100mg和150mg）批准的药品注册证书中上市许可持有人和生产企业的英文名称进行纠错，由“M/s Natco Pharma Limited”纠正为“Natco Pharma Limited”。
2）对于内标签，增加公司标识，中文注册商标，英文注册商标， ML No.和Code No.，以及填写批准文号。
3）对于包装小盒，增加公司标识，一致性评价标识，中文注册商标，英文注册商标，药品追溯码，ML No.和Code No.，以及填写批准文号。
4）对于箱签（运输标签），增加公司标识，中文注册商标，英文注册商标，药品追溯码，ML No.和Code No.，以及填写批准文号。
5）对于说明书，填写执行标准，批准文号和核准日期，在备案完成后新增修改日期。",2025-04-23,国家药品监督管理局药品审评中心,已备案
国备2025000869,中文：奥拉帕利片;英文/拉丁文：Olaparib Tablets,国药准字HJ20250005,中文名称：Natco Pharma Limited;英文名称：Natco Pharma Limited,"Pharma Division, Kothur (CT)(V), Kothur (M),Rangareddy (Dist.) Pin code 509228, Telangana, India.",中文名称：Natco Pharma Limited;英文名称：Natco Pharma Limited,"Pharma Division, Kothur (CT)(V), Kothur (M),Rangareddy (Dist.) Pin code 509228, Telangana, India.",瑞迪博士（北京）药业有限公司,北京市朝阳区建国路91号院8号楼15层1509单元,"1）对奥拉帕利片（规格100mg和150mg）批准的药品注册证书中上市许可持有人和生产企业的英文名称进行纠错，由“M/s Natco Pharma Limited”纠正为“Natco Pharma Limited”。
2）对于内标签，增加公司标识，中文注册商标，英文注册商标， ML No.和Code No.，以及填写批准文号。
3）对于包装小盒，增加公司标识，一致性评价标识，中文注册商标，英文注册商标，药品追溯码，ML No.和Code No.，以及填写批准文号。
4）对于箱签（运输标签），增加公司标识，中文注册商标，英文注册商标，药品追溯码，ML No.和Code No.，以及填写批准文号。
5）对于说明书，填写执行标准，批准文号和核准日期，在备案完成后新增修改日期。",2025-04-23,国家药品监督管理局药品审评中心,已备案
国备2025000478,中文：非诺贝特胶囊;英文/拉丁文：Fenofibrate Capsules,国药准字HJ20181240,中文名称：不适用;英文名称：ABBOTT LABORATORIES LIMITED,"NO.1, UNIT 3101, 31ST FLOOR Q. HOUSE LUMPINI BUILDING, SOUTH SATHORN ROAD, THUNGMAHAMEK, SATHORN, BANGKOK 10120, THAILAND",中文名称：不适用;英文名称：Astrea Fontaine,"Rue des Pres Potets, Fontaine les Dijon, 21121, France",上海雅培制药有限公司,上海市奉贤区海湾镇五四公路1288号,境外生产药品注册代理机构由“雅培贸易（上海）有限公司，地址：中国（上海）自由贸易试验区美盛路56号4号楼109部位”变更为“上海雅培制药有限公司，地址：上海市奉贤区海湾镇五四公路1288号”。,2025-03-19,国家药品监督管理局药品审评中心,已备案
