备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,代理机构,代理机构地址,备案内容,备案日期,备案机关,备注,注
国备2025001259,中文：富马酸比索洛尔片;英文/拉丁文：Bisoprolol Fumarate Tablets,国药准字HJ20170259,中文名称：/;英文名称：Hexal AG,"Industriestraβe 25,83607 Holzkirchen,Federal Republic of Germany",中文名称：/;英文名称：Lek S.A.,"ul. Podlipie 16, 95-010 Stryków, Poland",爱施健（广东）制药有限公司,中山市火炬开发区会展东路1号德仲广场1幢1803室、1804室,变更本品的注册代理机构的公司名称和地址，公司名称由“山德士（中国）制药有限公司”变更为“爱施健（广东）制药有限公司”，公司地址由“广东省中山火炬开发区国家健康基地辉凌路8号”变更为“中山市火炬开发区会展东路1号德仲广场1幢1803室、1804室”。注册代理机构的法律实体未发生变更，仅为名称和地址的行政变更。,2025-05-31,国家药品监督管理局药品审评中心,已备案
国备2025001702,中文：注射用醋酸曲普瑞林;英文/拉丁文：Triptorelin Acetate for Injection,国药准字HJ20140298,中文名称：无;英文名称：Ipsen Pharma,"65, quai Georges Gorse-92100 Boulogne-Billancourt-France",中文名称：无;英文名称：IPSEN PHARMA BIOTECH,"Parc d'activites du Plateau de Signes, Chemin Departemental n°402- 83870 Signes, France",益普生（天津）医药商贸有限公司,天津市和平区小白楼街大连道1号宝融大厦2号楼312室,申请增加本品包装材料胶塞的供应商，该变更不会对制剂的质量、安全性和有效性产生不利影响。,2025-07-09,国家药品监督管理局药品审评中心,已备案
国备2025001270,中文：羟考酮纳洛酮缓释片;英文/拉丁文：Oxycodone Hydrochloride and Naloxone Hydrochloride Sustained-release Tablets,国药准字HJ20220087,中文名称：无;英文名称：NAPP PHARMACEUTICALS LIMITED,"Cambridge Science Park, Milton Road, Cambridge, CB4 0GW, U.K.",中文名称：无;英文名称：BARD PHARMACEUTICALS LIMITED,"Unit 191, Cambridge Science Park, Milton Road, Cambridge, CB4 0GW, U.K.",萌蒂（中国）制药有限公司,北京市通州区中关村科技园区通州园金桥科技产业基地景盛南四街13号20号厂房,完善药品注册质量标准中色谱条件和系统适用性要求的描述。,2025-06-05,国家药品监督管理局药品审评中心,已备案
国备2025001271,中文：羟考酮纳洛酮缓释片;英文/拉丁文：Oxycodone Hydrochloride and Naloxone Hydrochloride Sustained-release Tablets,国药准字HJ20220088,中文名称：无;英文名称：NAPP PHARMACEUTICALS LIMITED,"Cambridge Science Park, Milton Road, Cambridge, CB4 0GW, U.K.",中文名称：无;英文名称：BARD PHARMACEUTICALS LIMITED,"Unit 191, Cambridge Science Park, Milton Road, Cambridge, CB4 0GW, U.K.",萌蒂（中国）制药有限公司,北京市通州区中关村科技园区通州园金桥科技产业基地景盛南四街13号20号厂房,完善药品注册质量标准中色谱条件和系统适用性要求的描述。,2025-06-05,国家药品监督管理局药品审评中心,已备案
国备2025001272,中文：羟考酮纳洛酮缓释片;英文/拉丁文：Oxycodone Hydrochloride and Naloxone Hydrochloride Sustained-release Tablets,国药准字HJ20220086,中文名称：无;英文名称：NAPP PHARMACEUTICALS LIMITED,"Cambridge Science Park, Milton Road, Cambridge, CB4 0GW, U.K.",中文名称：无;英文名称：BARD PHARMACEUTICALS LIMITED,"Unit 191, Cambridge Science Park, Milton Road, Cambridge, CB4 0GW, U.K.",萌蒂（中国）制药有限公司,北京市通州区中关村科技园区通州园金桥科技产业基地景盛南四街13号20号厂房,完善药品注册质量标准中色谱条件和系统适用性要求的描述。,2025-06-05,国家药品监督管理局药品审评中心,已备案
国备2025001273,中文：羟考酮纳洛酮缓释片;英文/拉丁文：Oxycodone Hydrochloride and Naloxone Hydrochloride Sustained-release Tablets,国药准字HJ20220089,中文名称：无;英文名称：NAPP PHARMACEUTICALS LIMITED,"Cambridge Science Park, Milton Road, Cambridge, CB4 0GW, U.K.",中文名称：无;英文名称：BARD PHARMACEUTICALS LIMITED,"Unit 191, Cambridge Science Park, Milton Road, Cambridge, CB4 0GW, U.K.",萌蒂（中国）制药有限公司,北京市通州区中关村科技园区通州园金桥科技产业基地景盛南四街13号20号厂房,完善药品注册质量标准中色谱条件和系统适用性要求的描述。,2025-06-05,国家药品监督管理局药品审评中心,已备案
国备2025001307,中文：非那雄胺片;英文/拉丁文：Finasteride Tablets,国药准字HJ20230069,中文名称：---;英文名称：Aurobindo Pharma Limited,"Unit III, Survey No. 313 & 314, Bachupally, Bachupally Mandal, Medchal-Malkajgiri District, Telangana State, INDIA.",中文名称：---;英文名称：Aurobindo Pharma Limited,"Unit III, Survey No. 313 & 314, Bachupally, Bachupally Mandal, Medchal-Malkajgiri District, Telangana State, INDIA.",安若维他药业泰州有限公司,泰州市医药高新区祥泰路196号,修订说明书：（1）增加【境内责任人】信息；（2）删除【境内联系人】信息。,2025-06-06,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001303,中文：苯磺酸氨氯地平片;英文/拉丁文：Amlodipine Besilate Tablets,国药准字HJ20230039,中文名称：----;英文名称：Aurobindo Pharma Limited,"Unit III, Survey No. 313 and 314, Bachupally, Bachupally Mandal, Medchal-Malkajgiri District, Telangana State, INDIA.",中文名称：----;英文名称：Aurobindo Pharma Limited,"Unit III, Survey No. 313 and 314, Bachupally, Bachupally Mandal, Medchal-Malkajgiri District, Telangana State, INDIA.",安若维他药业泰州有限公司,泰州市医药高新区祥泰路196号,修订说明书：（1）增加【境内责任人】信息；（2）删除【境内联系人】信息。,2025-06-06,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001304,中文：苯磺酸氨氯地平片;英文/拉丁文：Amlodipine Besilate Tablets,国药准字HJ20230040,中文名称：----;英文名称：Aurobindo Pharma Limited,"Unit III, Survey No. 313 and 314, Bachupally, Bachupally Mandal, Medchal-Malkajgiri District, Telangana State, INDIA.",中文名称：----;英文名称：Aurobindo Pharma Limited,"Unit III, Survey No. 313 and 314, Bachupally, Bachupally Mandal, Medchal-Malkajgiri District, Telangana State, INDIA.",安若维他药业泰州有限公司,江苏省泰州市医药高新区祥泰路196号,修订说明书：（1）增加【境内责任人】信息；（2）删除【境内联系人】信息。,2025-06-06,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001322,中文：羧基麦芽糖铁注射液;英文/拉丁文：Ferric Carboxymaltose Injection,国药准字HJ20220091,中文名称：/;英文名称：Vifor (International) Inc.,"Rechenstrasse 37, 9014 St. Gallen, Switzerland",中文名称：/;英文名称：IDT Biologika GmbH,"Am Pharmapark, 06861 Dessau-Rosslau, Germany",北京费森尤斯卡比医药有限公司,北京市大兴区中关村科技园区大兴生物医药产业基地华佗路57号,因羧基麦芽糖铁注射液（规格：按Fe计 2mL:100mg）使用的包装材料中的胶塞信息，由“注射液和注射用无菌粉末用涂膜溴化丁基橡胶塞（配方FM259）”更正为“注射液和注射用无菌粉末用溴化丁基橡胶塞（配方FM257）”，对所涉及的两个规格（按Fe计 2mL:100mg; 按Fe计 10mL:500mg）共用的生产工艺信息表中的橡胶塞信息一并更正，说明书中的橡胶塞信息由“注射液和注射用无菌粉末用涂膜溴化丁基橡胶塞”更正为“注射液和注射用无菌粉末用溴化丁基橡胶塞”，并删除标签上的“包装”项。另外，对标签上的“规格”项的描述进行规范，加上“按Fe计”。注：由于生产安排因素，说明书、包装标签上相应信息的更新承诺在6个月内完成。,2025-06-06,国家药品监督管理局药品审评中心,经审查，本次备案事项为勘误，不属于备案范畴。请持有人以勘误形式提出。取消本次备案事项。
国备2025001822,中文：双醋瑞因胶囊;英文/拉丁文：Diacerein Capsules,国药准字HJ20150130、国药准字HJ20150131,中文名称：——;英文名称：TRB Pharma S.A.,"Plaza 939, Código Postal 1427, Ciudad Autónoma de Buenos Aires.República Argentina.",中文名称：——;英文名称：TRB Pharma S.A.,"Plaza 939, Código Postal 1427, Ciudad Autónoma de Buenos Aires.República Argentina.",昆明积大制药股份有限公司,云南省昆明市高新技术开发区科新路389号,"为了便于该境外生产药品在中华人民共和国的市场销售，境外生产药品双醋瑞因胶囊持有人阿根廷TRB Pharma S.A. 公司与昆明积大制药股份有限公司友好协商，特向中华人民共和国国家药品监督管理局申请双醋瑞因
胶囊（药品批准文号：国药准字HJ20150130，国药准字HJ20150131)分包装事宜，对已在境外完成最终制剂产过程的双醋瑞因胶囊铝塑板进行分包装。包装规格：每盒10粒，每盒30粒；分包装工艺：装盒、封箱等；分包装生产企业：昆明积大制药股份有限公司，生产地址：云南省昆明市高新技术开发区科新路389号。",2025-07-25,国家药品监督管理局药品审评中心,已备案
国备2025001206,中文：盐酸二甲双胍片;英文/拉丁文：Metformin Hydrochloride Tablets,国药准字HJ20200040,中文名称：不适用;英文名称：MERCK SANTE s.a.s.,"37, rue Saint Romain - 69379 LYON CEDEX 08 - France",中文名称：不适用;英文名称：MERCK SANTE,2 rue du Pressoir Vert - 45400 SEMOY-France,默克雪兰诺有限公司,北京市顺义区保汇一街2号院1号（天竺综合保税区D08-20）,申请修订本品500mg 20片/盒 包装规格小盒的包装标签设计，包括调整小盒相应内容的排版方式，及基于已批说明书调整小盒中的相应内容等。,2025-05-28,国家药品监督管理局药品审评中心,已备案
国备2025001496,中文：贝美素噻吗洛尔滴眼液;英文/拉丁文：Bimatoprost and Timolol Maleate Eye Drops,国药准字HJ20130453,中文名称：AbbVie Deutschland GmbH & Co.KG;英文名称：AbbVie Deutschland GmbH & Co.KG,"Knollstrasse, 67061 Ludwigshafen, Germany",中文名称：Allergan Pharmaceuticals Ireland;英文名称：Allergan Pharmaceuticals Ireland,"Castlebar Road, Westport, County Mayo, Ireland",艾伯维医药贸易（上海）有限公司,中国（上海）自由贸易试验区富特北路458号4层418部位,变更境外生产药品，贝美前列素噻吗洛尔滴眼液的境内注册代理机构为：艾伯维医药贸易（上海）有限公司,2025-06-20,国家药品监督管理局药品审评中心,已备案
国备2025001316,中文：羧基麦芽糖铁注射液;英文/拉丁文：Ferric Carboxymaltose Injection,国药准字HJ20220090,中文名称：/;英文名称：Vifor (International) Inc.,"Rechenstrasse 37, 9014 St. Gallen, Switzerland",中文名称：/;英文名称：IDT Biologika GmbH,"Am Pharmapark, 06861 Dessau-Rosslau, Germany",北京费森尤斯卡比医药有限公司,北京市大兴区中关村科技园区大兴生物医药产业基地华佗路57号,"更正羧基麦芽糖铁注射液（规格：按Fe计 2mL:100mg）使用的包装材料中的橡胶塞信息，由“注射液和注射用无菌粉末用涂膜溴化丁基橡胶塞（配方FM259）”更正为“注射液和注射用无菌粉末用溴化丁基橡胶塞（配方FM257）”,对所涉及的两个规格（按Fe计 2mL:100mg; 按Fe计 10mL:500mg）共用的生产工艺信息表中的橡胶塞信息一并更正，说明书中的橡胶塞信息由“注射液和注射用无菌粉末用涂膜溴化丁基橡胶塞”更正为“注射液和注射用无菌粉末用溴化丁基橡胶塞”，并删除标签上的“包装”项。另外，对标签上的“规格”项的描述进行规范，加上“按Fe计”。注：由于生产安排因素，说明书、包装标签上相应信息的更新承诺在6个月内完成。",2025-06-06,国家药品监督管理局药品审评中心,经审查，本次备案事项为勘误，不属于备案范畴。请持有人以勘误形式提出。取消本次备案事项。
国备2025001213,中文：盐酸丙卡巴肼胶囊;英文/拉丁文：Procarbazine hydrochloride Capsules,国药准字HJ20220039,中文名称：Leadiant GmbH;英文名称：Leadiant GmbH,"Liebherrstr. 22,80538 Munich, Germany",中文名称：Haupt Pharma Amareg GmbH;英文名称：Haupt Pharma Amareg GmbH,"Donaustaufer Straße 378,93055 Regensburg, Germany",广州兆科联发医药有限公司,中国广东省广州市南沙区珠江工业园美德三路1号自编A区4层,按照国家药品监督管理局发布的《境外药品上市许可持有人指定境内责任人管理暂行规定》的公告（2024年第137号）以及国家药品审评中心发布的【境内责任人】信息如何在药品说明书和标签中列出的共性问题解答，修订本品的现行药品说明书，删除【境内联系机构】信息。,2025-05-28,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001747,中文：抗人T细胞兔免疫球蛋白;英文/拉丁文：Anti-human T Lymphocyte Rabbit Immunoglobulin,国药准字SJ20150058,中文名称：无;英文名称：Neovii Biotech GmbH,"Am Haag 6+7,82166,Grafelfing, Germany",中文名称：无;英文名称：Neovii Biotech GmbH,"Am Haag 6+7,82166,Grafelfing, Germany",上海复星医药产业发展有限公司,浦东新区康桥镇康士路25号350室(康桥),原【境内联系机构】“江苏复星医药销售有限公司”变更名称为“复星曜泓（江苏）医药科技有限公司”，同时根据《境外药品上市许可持有人指定境内责任人管理暂行规定》原【境内联系机构】变更为【境内责任人】，并且对说明书进行相应更新，按照法规要求，列出境内责任人名称、地址、电话和咨询热线。,2025-07-15,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001173,中文：盐酸西替利嗪滴剂;英文/拉丁文：Cetirizine Hydrochloride Drops,国药准字HC20181013 国药准字HC20181014,中文名称：澳美制药厂有限公司;英文名称：BRIGHT FUTURE PHARMACEUTICAL LABORATORIES LIMITED,"香港新界元朗工业村宏富街1&8号澳美制药中心(BF PHARMACEUTICAL CENTRE, NO.1&8 WANG FU STREET, YUEN LONG INDUSTRIAL ESTATE, YUEN LONG, N.T., HONG KONG.)",中文名称：澳美制药厂;英文名称：Bright Future Pharmaceuticals Factory,"香港新界元朗工业村宏富街1号澳美制药中心(BF PHARMACEUTICAL CENTRE, NO.1 WANG FU STREET, YUEN LONG INDUSTRIAL ESTATE, YUEN LONG, N.T., HONG KONG.)",深圳澳美制药技术开发有限公司,深圳市南山区粤海街道白石路与沙河西路交界处深圳湾科技生态园一区一期2栋A座4A01,在说明书中增加境内责任人相关信息。,2025-05-24,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
Y国备2025001279,中文：罗库溴铵;英文/拉丁文：Rocuronium Bromide,Y20170000626,中文名称：Sicor de Mexico S.A. de C.V.;英文名称：Sicor de Mexico S.A. de C.V.,"Av. San Rafael No.35, Col. Parque Industrial Lerma, C.P. 52000, Lerma, Mexico",中文名称：Sicor de Mexico S.A. de C.V.;英文名称：Sicor de Mexico S.A. de C.V.,"Av. San Rafael No.35, Col. Parque Industrial Lerma, C.P. 52000, Lerma, Mexico",梯瓦医药信息咨询（上海）有限公司,上海市静安区南京西路1717号57层03单元,"由于新版GMP证的地址格式表述微调，故更新CDE公示地址以与新GMP保持一致，以便答复再注册的补正。实际地址无变更。GMP证地址为：Av. San Rafael No.35, Col. Parque Industrial Lerma, C.P. 52000, Lerma, Mexico。目前CDE公示地址为：Av. San Rafael No.35, Parque Ind. Lerma, C.P. 52000, Lerma Estado de Mexico。",2025-06-04,国家药品监督管理局药品审评中心,已备案
国备2025001278,中文：洛拉替尼片;英文/拉丁文：Lorlatinib Tablets,国药准字HJ20220041,中文名称：无;英文名称：Pfizer Europe MA EEIG,"Boulevard de la Plaine 17, 1050 Bruxelles, Belgium",中文名称：无;英文名称：Pfizer Manufacturing Deutschland GmbH,"Mooswaldallee 1, 79108 Freiburg Im Breisgau, Germany",辉瑞投资有限公司,上海市南京西路1168号中信泰富广场36层,1.更新生产厂地址名称，对说明书和包装标签等文件进行相应更新；2. 删除说明书中包装项下瓶装信息；3.在说明书中增加境内责任人相关信息。,2025-06-04,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025001426,中文：瑞戈非尼片;英文/拉丁文：Regorafenib Tablets,国药准字HJ20250012,中文名称：无;英文名称：Aizant Drug Research Solutions Private Limited,"MFG. BLOCK A & BLOCK B, SY. NO.172/173, APPAREL PARK ROAD, DOOLAPALLY VILLAGE, DUNDIGAL GANDIMAISAMMA MANDAL, MEDCHAL - MALKAJGIRI DISTRICT, PINCODE 500100, TELANGANA STATE, INDIA",中文名称：无;英文名称：Aizant Drug Research Solutions Private Limited,"MFG. BLOCK A & BLOCK B, SY. NO.172/173, APPAREL PARK ROAD, DOOLAPALLY VILLAGE, DUNDIGAL GANDIMAISAMMA MANDAL, MEDCHAL - MALKAJGIRI DISTRICT, PINCODE 500100, TELANGANA STATE, INDIA",昆山龙灯瑞迪制药有限公司,江苏省昆山开发区黄浦江中路2158号,根据国家局《关于“通过一致性评价”标识使用有关事宜的说明》，在说明书和标签中增加“通过一致性评价”标识。,2025-06-14,国家药品监督管理局药品审评中心,已备案
Y国备2025001285,中文：胞磷胆碱钠;英文/拉丁文：Citicoline Sodium,Y20190009082,"中文名称：协和发酵生化株式会社;英文名称：KYOWA HAKKO BIO CO.,LTD.","1-6-1,Ohtemachi,Chiyoda-ku,Tokyo,Japan","中文名称：协和发酵生化株式会社 防府工厂;英文名称：Hofu Plant of KYOWA HAKKO BIO CO.,LTD.","1-1 Kyowa-cho,Hofu-shi,Yamaguchi,Japan",北京益铭远医药科技有限公司,北京市顺义区杨镇地区格吉路7-359号,变更境外生产药品的注册代理机构，即：胞磷胆碱钠的注册代理机构由协和发酵(广东)医药有限公司变更为北京益铭远医药科技有限公司。其他不变。,2025-06-05,国家药品监督管理局药品审评中心,已备案
